seizoen,dag,datum,tijd,id_match,thuisploeg_stamnummer,thuisploeg,uitploeg,uitploeg_stamnummer,goal_,goal_team_naam,goal_team_stamnummer,stand_thuis,stand_uit,valid_goal
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,85',Club Brugge,Club Brugge,7,0,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,87',Club Brugge,Club Brugge,8,0,True
1986,1,1986/08/31,15:00:00,3670067,16,Standard Luik,Gent,7,8',Standard Luik,Standard Luik,1,0,True
1986,1,1986/08/31,15:00:00,3670067,16,Standard Luik,Gent,7,68',Standard Luik,Standard Luik,2,0,True
1986,1,1986/08/31,15:00:00,3670067,16,Standard Luik,Gent,7,71',Standard Luik,Standard Luik,3,0,True
1986,1,1986/08/31,15:00:00,3670067,16,Standard Luik,Gent,7,80',Standard Luik,Standard Luik,4,0,True
1986,1,1986/08/31,15:00:00,3670067,16,Standard Luik,Gent,7,87',Standard Luik,Standard Luik,5,0,True
1985,1,1985/08/13,20:00:00,3962489,1,Antwerp FC,BEV,768,2',Antwerp FC,Antwerp FC,1,0,True
1985,1,1985/08/13,20:00:00,3962489,1,Antwerp FC,BEV,768,21',BEV,BEV,1,1,True
1985,1,1985/08/13,20:00:00,3962489,1,Antwerp FC,BEV,768,29',Antwerp FC,Antwerp FC,2,1,True
1985,1,1985/08/13,20:00:00,3962489,1,Antwerp FC,BEV,768,42',Antwerp FC,Antwerp FC,3,1,True
1985,1,1985/08/13,20:00:00,3962489,1,Antwerp FC,BEV,768,79',Antwerp FC,Antwerp FC,4,1,True
1985,1,1985/08/13,20:00:00,3962489,1,Antwerp FC,BEV,768,87',BEV,BEV,4,2,True
1985,1,1985/08/13,20:00:00,3962490,167,RFC Seraing,KVM,25,22',KVM,KVM,0,1,True
1985,1,1985/08/13,20:00:00,3962490,167,RFC Seraing,KVM,25,52',RFC Seraing,RFC Seraing,1,1,True
1985,1,1985/08/13,20:00:00,3962490,167,RFC Seraing,KVM,25,79',RFC Seraing,RFC Seraing,2,1,True
1985,1,1985/08/14,20:00:00,3962494,410,Waterschei THOR,KVK,100,5',Waterschei THOR,Waterschei THOR,1,0,True
1985,1,1985/08/14,20:00:00,3962494,410,Waterschei THOR,KVK,100,16',Waterschei THOR,Waterschei THOR,2,0,True
1985,1,1985/08/14,20:00:00,3962494,410,Waterschei THOR,KVK,100,44',KVK,KVK,2,1,True
1985,1,1985/08/14,20:00:00,3962495,35,RSC Anderlecht,Gent,7,5',RSC Anderlecht,RSC Anderlecht,1,0,True
1985,1,1985/08/14,20:00:00,3962495,35,RSC Anderlecht,Gent,7,10',RSC Anderlecht,RSC Anderlecht,2,0,True
1985,1,1985/08/14,20:00:00,3962495,35,RSC Anderlecht,Gent,7,43',RSC Anderlecht,RSC Anderlecht,3,0,True
1985,1,1985/08/14,20:00:00,3962495,35,RSC Anderlecht,Gent,7,70',RSC Anderlecht,RSC Anderlecht,4,0,True
1985,1,1985/08/14,20:00:00,3962497,201,KSC Lokeren,RWDM,47,40',RWDM,RWDM,0,1,True
1985,1,1985/08/14,20:00:00,3962497,201,KSC Lokeren,RWDM,47,85',KSC Lokeren,KSC Lokeren,1,1,True
1985,1,1985/08/14,20:00:00,3962491,4079,Lierse SK,VAC,2936,10',Lierse SK,Lierse SK,1,0,True
1985,1,1985/08/14,20:00:00,3962491,4079,Lierse SK,VAC,2936,27',VAC,VAC,1,1,True
1985,1,1985/08/14,20:00:00,3962492,16,Standard Luik,Cercle,12,3',Standard Luik,Standard Luik,1,0,True
1985,1,1985/08/14,20:00:00,3962492,16,Standard Luik,Cercle,12,17',Cercle,Cercle,1,1,True
1985,1,1985/08/14,20:00:00,3962492,16,Standard Luik,Cercle,12,51',Standard Luik,Standard Luik,2,1,True
1984,1,1984/08/21,20:00:00,3962498,1,Antwerp FC,K. Sin,37,35',Antwerp FC,Antwerp FC,1,0,True
1984,1,1984/08/21,20:00:00,3962498,1,Antwerp FC,K. Sin,37,54',Antwerp FC,Antwerp FC,2,0,True
1984,1,1984/08/21,20:00:00,3962498,1,Antwerp FC,K. Sin,37,55',K. Sin,K. Sin,2,1,True
1984,1,1984/08/21,20:00:00,3962498,1,Antwerp FC,K. Sin,37,66',K. Sin,K. Sin,2,2,True
1984,1,1984/08/21,20:00:00,3962498,1,Antwerp FC,K. Sin,37,79',Antwerp FC,Antwerp FC,2,2,False
1984,1,1984/08/21,20:00:00,3962499,167,RFC Seraing,Gent,7,7',RFC Seraing,RFC Seraing,1,0,True
1984,1,1984/08/21,20:00:00,3962499,167,RFC Seraing,Gent,7,25',Gent,Gent,1,1,True
1984,1,1984/08/21,20:00:00,3962499,167,RFC Seraing,Gent,7,37',Gent,Gent,1,2,True
1984,1,1984/08/21,20:00:00,3962499,167,RFC Seraing,Gent,7,48',RFC Seraing,RFC Seraing,2,2,True
1984,1,1984/08/21,20:00:00,3962499,167,RFC Seraing,Gent,7,74',RFC Seraing,RFC Seraing,3,2,True
1984,1,1984/08/21,20:00:00,3962499,167,RFC Seraing,Gent,7,82',Gent,Gent,3,3,True
1984,1,1984/08/22,20:00:00,3962500,201,KSC Lokeren,KVM,25,67',KSC Lokeren,KSC Lokeren,1,0,True
1984,1,1984/08/22,20:00:00,3962500,201,KSC Lokeren,KVM,25,86',KVM,KVM,1,1,True
1984,1,1984/08/22,20:00:00,3962501,16,Standard Luik,KSVWar,,30',Standard Luik,Standard Luik,1,0,True
1984,1,1984/08/22,20:00:00,3962501,16,Standard Luik,KSVWar,,42',KSVWar,KSVWar,1,1,True
1984,1,1984/08/22,20:00:00,3962501,16,Standard Luik,KSVWar,,58',Standard Luik,Standard Luik,2,1,True
1984,1,1984/08/22,20:00:00,3962501,16,Standard Luik,KSVWar,,64',KSVWar,KSVWar,2,2,True
1984,1,1984/08/22,20:00:00,3962501,16,Standard Luik,KSVWar,,70',Standard Luik,Standard Luik,3,2,True
1984,1,1984/08/22,20:00:00,3962502,968,KSK Beveren,VAC,2936,9',VAC,VAC,0,1,True
1984,1,1984/08/22,20:00:00,3962502,968,KSK Beveren,VAC,2936,25',KSK Beveren,KSK Beveren,1,1,True
1984,1,1984/08/22,20:00:00,3962502,968,KSK Beveren,VAC,2936,57',KSK Beveren,KSK Beveren,2,1,True
1984,1,1984/08/22,20:00:00,3962502,968,KSK Beveren,VAC,2936,89',KSK Beveren,KSK Beveren,3,1,True
1984,1,1984/08/22,20:00:00,3962504,4079,Lierse SK,FCB,253,27',FCB,FCB,0,1,True
1984,1,1984/08/22,20:00:00,3962504,4079,Lierse SK,FCB,253,65',FCB,FCB,0,2,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,1',Racing Jet,Racing Jet,1,0,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,3',RSCA,RSCA,1,1,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,24',RSCA,RSCA,1,2,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,33',RSCA,RSCA,1,3,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,36',Racing Jet,Racing Jet,2,3,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,45',RSCA,RSCA,2,4,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,50',RSCA,RSCA,2,5,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,66',RSCA,RSCA,2,6,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,68',RSCA,RSCA,2,7,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,70',RSCA,RSCA,2,8,True
1984,1,1984/08/22,20:00:00,3962506,11,Racing Jet,RSCA,35,87',RSCA,RSCA,2,9,True
1983,1,1983/08/16,20:00:00,3987644,1878,KSV Waregem,KVM,25,43',KVM,KVM,0,1,True
1983,1,1983/08/16,20:00:00,3987644,1878,KSV Waregem,KVM,25,59',KSV Waregem,KSV Waregem,1,1,True
1983,1,1983/08/16,20:00:00,3987644,1878,KSV Waregem,KVM,25,83',KVM,KVM,1,1,False
1983,1,1983/08/16,20:00:00,3987645,201,KSC Lokeren,KBFC,,1',KSC Lokeren,KSC Lokeren,1,0,True
1983,1,1983/08/16,20:00:00,3987645,201,KSC Lokeren,KBFC,,4',KSC Lokeren,KSC Lokeren,2,0,True
1983,1,1983/08/16,20:00:00,3987645,201,KSC Lokeren,KBFC,,13',KSC Lokeren,KSC Lokeren,3,0,True
1983,1,1983/08/16,20:00:00,3987645,201,KSC Lokeren,KBFC,,21',KBFC,KBFC,3,1,True
1983,1,1983/08/16,20:00:00,3987645,201,KSC Lokeren,KBFC,,75',KSC Lokeren,KSC Lokeren,4,1,True
1983,1,1983/08/16,20:00:00,3987646,13,VAC Beerschot,RSCA,35,11',VAC Beerschot,VAC Beerschot,1,0,True
1983,1,1983/08/16,20:00:00,3987646,13,VAC Beerschot,RSCA,35,62',VAC Beerschot,VAC Beerschot,2,0,True
1983,1,1983/08/16,20:00:00,3987646,13,VAC Beerschot,RSCA,35,86',RSCA,RSCA,2,1,True
1983,1,1983/08/17,20:00:00,3987647,4146,RWD Molenbeek,RAFC,2449,59',RWD Molenbeek,RWD Molenbeek,2,1,False
1983,1,1983/08/17,20:00:00,3987648,12,Cercle Brugge,BEV,768,37',BEV,BEV,0,1,True
1983,1,1983/08/17,20:00:00,3987649,410,Waterschei THOR,FCB,253,25',Waterschei THOR,Waterschei THOR,1,0,True
1983,1,1983/08/17,20:00:00,3987649,410,Waterschei THOR,FCB,253,52',FCB,FCB,1,1,True
1983,1,1983/08/17,20:00:00,3987650,16,RC Luik,RFC Se,167,72',RFC Se,RFC Se,0,1,True
1983,1,1983/08/17,20:00:00,3987651,4079,Lierse SK,KVK,100,86',KVK,KVK,0,1,True
1983,1,1983/08/17,20:00:00,3987652,7,KAA Gent,SL,231,21',SL,SL,0,1,True
1983,1,1983/08/17,20:00:00,3987652,7,KAA Gent,SL,231,54',SL,SL,0,2,True
1982,1,1982/08/18,20:00:00,3987339,968,KSK Beveren,KVK,100,50',KSK Beveren,KSK Beveren,1,0,True
1982,1,1982/08/18,20:00:00,3987339,968,KSK Beveren,KVK,100,63',KSK Beveren,KSK Beveren,2,0,True
1982,1,1982/08/18,20:00:00,3987340,1,Antwerp FC,Waters,410,14',Antwerp FC,Antwerp FC,1,0,True
1982,1,1982/08/18,20:00:00,3987340,1,Antwerp FC,Waters,410,72',Antwerp FC,Antwerp FC,2,0,True
1982,1,1982/08/18,20:00:00,3987341,12,Cercle Brugge,RSCA,35,2',RSCA,RSCA,0,1,True
1982,1,1982/08/18,20:00:00,3987341,12,Cercle Brugge,RSCA,35,53',RSCA,RSCA,0,2,True
1982,1,1982/08/18,20:00:00,3987341,12,Cercle Brugge,RSCA,35,54',Cercle Brugge,Cercle Brugge,1,2,True
1982,1,1982/08/18,20:00:00,3987341,12,Cercle Brugge,RSCA,35,62',Cercle Brugge,Cercle Brugge,2,2,True
1982,1,1982/08/18,20:00:00,3987341,12,Cercle Brugge,RSCA,35,78',RSCA,RSCA,2,3,True
1982,1,1982/08/18,20:00:00,3987341,12,Cercle Brugge,RSCA,35,80',RSCA,RSCA,2,4,True
1982,1,1982/08/18,20:00:00,3987342,4146,RWD Molenbeek,FCB,253,47',RWD Molenbeek,RWD Molenbeek,1,0,True
1982,1,1982/08/18,20:00:00,3987342,4146,RWD Molenbeek,FCB,253,80',RWD Molenbeek,RWD Molenbeek,2,0,True
1982,1,1982/08/18,20:00:00,3987342,4146,RWD Molenbeek,FCB,253,81',FCB,FCB,2,1,True
1982,1,1982/08/18,20:00:00,3987343,4079,Lierse SK,KSKTon,,62',Lierse SK,Lierse SK,1,0,True
1982,1,1982/08/18,20:00:00,3987343,4079,Lierse SK,KSKTon,,72',Lierse SK,Lierse SK,1,0,False
1982,1,1982/08/18,20:00:00,3987344,2764,KFC Winterslag,VAC,2936,85',VAC,VAC,0,1,True
1982,1,1982/08/18,20:00:00,3987345,1878,KSV Waregem,LOK,801,24',KSV Waregem,KSV Waregem,1,0,True
1982,1,1982/08/18,20:00:00,3987345,1878,KSV Waregem,LOK,801,80',KSV Waregem,KSV Waregem,2,0,True
1982,1,1982/08/18,20:00:00,3987346,16,Standard Luik,Gent,7,41',Gent,Gent,0,1,True
1982,1,1982/08/18,20:00:00,3987346,16,Standard Luik,Gent,7,49',Standard Luik,Standard Luik,1,1,True
1982,1,1982/08/18,20:00:00,3987346,16,Standard Luik,Gent,7,72',Standard Luik,Standard Luik,2,1,True
1981,1,1981/08/18,20:00:00,3987032,54,KSK Tongeren,KVM,25,13',KSK Tongeren,KSK Tongeren,1,0,True
1981,1,1981/08/18,20:00:00,3987032,54,KSK Tongeren,KVM,25,43',KVM,KVM,1,1,True
1981,1,1981/08/18,20:00:00,3987032,54,KSK Tongeren,KVM,25,56',KSK Tongeren,KSK Tongeren,2,1,True
1981,1,1981/08/19,20:00:00,3987033,16,Standard Luik,Cercle,12,0',Cercle,Cercle,2,1,False
1981,1,1981/08/19,20:00:00,3987033,16,Standard Luik,Cercle,12,5',Cercle,Cercle,0,1,True
1981,1,1981/08/19,20:00:00,3987033,16,Standard Luik,Cercle,12,41',Cercle,Cercle,0,2,True
1981,1,1981/08/19,20:00:00,3987033,16,Standard Luik,Cercle,12,49',Standard Luik,Standard Luik,1,2,True
1981,1,1981/08/19,20:00:00,3987033,16,Standard Luik,Cercle,12,59',Standard Luik,Standard Luik,2,2,True
1981,1,1981/08/19,20:00:00,3987034,35,RSC Anderlecht,RAFC,2449,22',RSC Anderlecht,RSC Anderlecht,1,0,True
1981,1,1981/08/19,20:00:00,3987034,35,RSC Anderlecht,RAFC,2449,27',RAFC,RAFC,1,1,True
1981,1,1981/08/19,20:00:00,3987035,201,KSC Lokeren,KSVWar,,72',KSC Lokeren,KSC Lokeren,1,0,True
1981,1,1981/08/19,20:00:00,3987035,201,KSC Lokeren,KSVWar,,76',KSVWar,KSVWar,1,1,True
1981,1,1981/08/19,20:00:00,3987036,19,KV Kortrijk,BEV,768,47',BEV,BEV,0,1,True
1981,1,1981/08/19,20:00:00,3987036,19,KV Kortrijk,BEV,768,50',BEV,BEV,0,2,True
1981,1,1981/08/19,20:00:00,3987037,4079,Lierse SK,Gent,7,7',Lierse SK,Lierse SK,1,0,True
1981,1,1981/08/19,20:00:00,3987037,4079,Lierse SK,Gent,7,56',Lierse SK,Lierse SK,2,0,True
1981,1,1981/08/19,20:00:00,3987037,4079,Lierse SK,Gent,7,72',Gent,Gent,2,1,True
1981,1,1981/08/19,20:00:00,3987037,4079,Lierse SK,Gent,7,88',Lierse SK,Lierse SK,3,1,True
1981,1,1981/08/19,20:00:00,3987038,3,Club Brugge,RCL,12,3',RCL,RCL,0,1,True
1981,1,1981/08/19,20:00:00,3987038,3,Club Brugge,RCL,12,22',Club Brugge,Club Brugge,1,1,True
1981,1,1981/08/19,20:00:00,3987038,3,Club Brugge,RCL,12,60',Club Brugge,Club Brugge,2,1,True
1981,1,1981/08/19,20:00:00,3987038,3,Club Brugge,RCL,12,62',Club Brugge,Club Brugge,3,1,True
1981,1,1981/08/19,20:00:00,3987038,3,Club Brugge,RCL,12,79',Club Brugge,Club Brugge,4,1,True
1981,1,1981/08/19,20:00:00,3987039,2764,KFC Winterslag,Waters,410,33',KFC Winterslag,KFC Winterslag,1,0,True
1981,1,1981/08/19,20:00:00,3987039,2764,KFC Winterslag,Waters,410,35',KFC Winterslag,KFC Winterslag,2,0,True
1981,1,1981/08/19,20:00:00,3987039,2764,KFC Winterslag,Waters,410,45',KFC Winterslag,KFC Winterslag,3,0,True
1981,1,1981/08/19,20:00:00,3987039,2764,KFC Winterslag,Waters,410,55',Waters,Waters,3,1,True
1981,1,1981/10/10,20:00:00,3987101,396,Beringen FC,RWDM,47,15',Beringen FC,Beringen FC,1,0,True
1981,1,1981/10/10,20:00:00,3987101,396,Beringen FC,RWDM,47,47',RWDM,RWDM,1,1,True
1981,1,1981/10/10,20:00:00,3987101,396,Beringen FC,RWDM,47,59',Beringen FC,Beringen FC,2,1,True
1980,1,1980/08/26,20:00:00,3986726,396,Beringen FC,SL,231,45',Beringen FC,Beringen FC,1,0,True
1980,1,1980/08/26,20:00:00,3986726,396,Beringen FC,SL,231,75',Beringen FC,Beringen FC,2,0,True
1980,1,1980/08/26,20:00:00,3986726,396,Beringen FC,SL,231,80',SL,SL,2,1,True
1980,1,1980/08/26,20:00:00,3986726,396,Beringen FC,SL,231,86',SL,SL,2,2,True
1980,1,1980/08/27,20:00:00,3986727,4146,RWD Molenbeek,KFC W,311,16',RWD Molenbeek,RWD Molenbeek,1,0,True
1980,1,1980/08/27,20:00:00,3986728,19,KV Kortrijk,Cercle,12,15',Cercle,Cercle,0,1,True
1980,1,1980/08/27,20:00:00,3986728,19,KV Kortrijk,Cercle,12,19',KV Kortrijk,KV Kortrijk,1,1,True
1980,1,1980/08/27,20:00:00,3986728,19,KV Kortrijk,Cercle,12,68',Cercle,Cercle,1,2,True
1980,1,1980/08/27,20:00:00,3986728,19,KV Kortrijk,Cercle,12,81',Cercle,Cercle,1,3,True
1980,1,1980/08/27,20:00:00,3986728,19,KV Kortrijk,Cercle,12,88',Cercle,Cercle,1,4,True
1980,1,1980/08/27,20:00:00,3986729,13,VAC Beerschot,BerchS,,23',BerchS,BerchS,0,1,True
1980,1,1980/08/27,20:00:00,3986729,13,VAC Beerschot,BerchS,,89',BerchS,BerchS,0,2,True
1980,1,1980/08/27,20:00:00,3986730,16,RC Luik,BEV,768,51',RC Luik,RC Luik,0,2,False
1980,1,1980/08/27,20:00:00,3986730,16,RC Luik,BEV,768,83',BEV,BEV,0,1,True
1980,1,1980/08/27,20:00:00,3986731,201,KSC Lokeren,Gent,7,8',KSC Lokeren,KSC Lokeren,1,0,True
1980,1,1980/08/27,20:00:00,3986732,3,Club Brugge,KSVWar,,46',Club Brugge,Club Brugge,1,0,True
1980,1,1980/08/27,20:00:00,3986732,3,Club Brugge,KSVWar,,88',Club Brugge,Club Brugge,2,0,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,2',RSCA,RSCA,0,1,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,16',RSCA,RSCA,0,2,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,67',RSCA,RSCA,0,3,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,69',RSCA,RSCA,0,4,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,73',Waterschei THOR,Waterschei THOR,1,4,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,84',Waterschei THOR,Waterschei THOR,2,4,True
1980,1,1980/08/27,20:00:00,3986733,410,Waterschei THOR,RSCA,35,88',RSCA,RSCA,2,4,False
1979,1,1979/08/28,20:00:00,4013203,35,RSC Anderlecht,LOK,801,8',LOK,LOK,0,1,True
1979,1,1979/08/28,20:00:00,4013203,35,RSC Anderlecht,LOK,801,29',RSC Anderlecht,RSC Anderlecht,1,1,True
1979,1,1979/08/28,20:00:00,4013203,35,RSC Anderlecht,LOK,801,70',LOK,LOK,1,2,True
1979,1,1979/08/28,20:00:00,4013204,1,Antwerp FC,FCB,253,61',FCB,FCB,0,1,True
1979,1,1979/08/29,20:00:00,4013205,12,Cercle Brugge,Lierse,30,40',Cercle Brugge,Cercle Brugge,1,0,True
1979,1,1979/08/29,20:00:00,4013205,12,Cercle Brugge,Lierse,30,66',Lierse,Lierse,1,1,True
1979,1,1979/08/29,20:00:00,4013205,12,Cercle Brugge,Lierse,30,68',Cercle Brugge,Cercle Brugge,2,1,True
1979,1,1979/08/29,20:00:00,4013206,28,Berchem Sport,SL,231,20',SL,SL,0,1,True
1979,1,1979/08/29,20:00:00,4013206,28,Berchem Sport,SL,231,70',Berchem Sport,Berchem Sport,1,1,True
1979,1,1979/08/29,20:00:00,4013207,410,Waterschei THOR,VAC,2936,64',Waterschei THOR,Waterschei THOR,1,0,True
1979,1,1979/08/29,20:00:00,4013207,410,Waterschei THOR,VAC,2936,90',VAC,VAC,1,1,True
1979,1,1979/08/29,20:00:00,4013208,1878,KSV Waregem,KFC W,311,24',KSV Waregem,KSV Waregem,1,0,True
1979,1,1979/08/29,20:00:00,4013208,1878,KSV Waregem,KFC W,311,39',KSV Waregem,KSV Waregem,2,0,True
1979,1,1979/08/29,20:00:00,4013208,1878,KSV Waregem,KFC W,311,69',KSV Waregem,KSV Waregem,3,0,True
1979,1,1979/08/29,20:00:00,4013209,968,KSK Beveren,RWDM,47,12',KSK Beveren,KSK Beveren,1,0,True
1979,1,1979/08/29,20:00:00,4013209,968,KSK Beveren,RWDM,47,73',KSK Beveren,KSK Beveren,2,0,True
1979,1,1979/08/29,20:00:00,4013209,968,KSK Beveren,RWDM,47,88',KSK Beveren,KSK Beveren,3,0,True
1979,1,1979/08/29,20:00:00,4013210,16,RC Luik,RCSC,22,47',RCSC,RCSC,0,1,True
1979,1,1979/08/29,20:00:00,4013210,16,RC Luik,RCSC,22,48',RCSC,RCSC,0,2,True
1979,1,1979/08/29,20:00:00,4013211,396,Beringen FC,KSC Ha,48,69',Beringen FC,Beringen FC,1,0,True
1979,1,1979/08/29,20:00:00,4013211,396,Beringen FC,KSC Ha,48,79',KSC Ha,KSC Ha,1,1,True
1978,1,1978/08/30,20:00:00,4012897,35,RSC Anderlecht,VAV,13,35',RSC Anderlecht,RSC Anderlecht,1,0,True
1978,1,1978/08/30,20:00:00,4012897,35,RSC Anderlecht,VAV,13,45',RSC Anderlecht,RSC Anderlecht,2,0,True
1978,1,1978/08/30,20:00:00,4012897,35,RSC Anderlecht,VAV,13,86',VAV,VAV,2,1,True
1978,1,1978/08/30,20:00:00,4012898,1,Antwerp FC,Lierse,30,2',Antwerp FC,Antwerp FC,1,0,True
1978,1,1978/08/30,20:00:00,4012898,1,Antwerp FC,Lierse,30,8',Antwerp FC,Antwerp FC,2,0,True
1978,1,1978/08/30,20:00:00,4012898,1,Antwerp FC,Lierse,30,43',Antwerp FC,Antwerp FC,3,0,True
1978,1,1978/08/30,20:00:00,4012899,396,Beringen FC,LOK,801,35',Beringen FC,Beringen FC,1,0,True
1978,1,1978/08/30,20:00:00,4012900,968,KSK Beveren,RWDM,47,26',KSK Beveren,KSK Beveren,1,0,True
1978,1,1978/08/30,20:00:00,4012900,968,KSK Beveren,RWDM,47,60',KSK Beveren,KSK Beveren,2,0,True
1978,1,1978/08/30,20:00:00,4012900,968,KSK Beveren,RWDM,47,75',KSK Beveren,KSK Beveren,3,0,True
1978,1,1978/08/30,20:00:00,4012901,3,Club Brugge,BerchS,,20',BerchS,BerchS,0,1,True
1978,1,1978/08/30,20:00:00,4012901,3,Club Brugge,BerchS,,66',Club Brugge,Club Brugge,1,1,True
1978,1,1978/08/30,20:00:00,4012903,16,RFC Luik,KFC W,311,60',RFC Luik,RFC Luik,1,0,True
1978,1,1978/08/30,20:00:00,4012903,16,RFC Luik,KFC W,311,62',RFC Luik,RFC Luik,2,0,True
1978,1,1978/08/30,20:00:00,4012904,1878,KSV Waregem,RCSC,22,65',KSV Waregem,KSV Waregem,1,0,True
1977,1,1977/08/17,19:30:00,4012598,29,R Charleroi SC,KSVWar,,16',R Charleroi SC,R Charleroi SC,1,0,True
1977,1,1977/08/17,20:00:00,4012591,16,RFC Luik,SL,231,25',RFC Luik,RFC Luik,1,0,True
1977,1,1977/08/17,20:00:00,4012591,16,RFC Luik,SL,231,61',SL,SL,1,1,True
1977,1,1977/08/17,20:00:00,4012591,16,RFC Luik,SL,231,63',SL,SL,1,2,True
1977,1,1977/08/17,20:00:00,4012591,16,RFC Luik,SL,231,87',SL,SL,1,3,True
1977,1,1977/08/17,20:00:00,4012592,35,RSC Anderlecht,Lierse,30,62',RSC Anderlecht,RSC Anderlecht,1,0,True
1977,1,1977/08/17,20:00:00,4012592,35,RSC Anderlecht,Lierse,30,78',RSC Anderlecht,RSC Anderlecht,2,0,True
1977,1,1977/08/17,20:00:00,4012592,35,RSC Anderlecht,Lierse,30,81',RSC Anderlecht,RSC Anderlecht,3,0,True
1977,1,1977/08/17,20:00:00,4012593,1,Antwerp FC,FCB,253,41',FCB,FCB,0,1,True
1977,1,1977/08/17,20:00:00,4012593,1,Antwerp FC,FCB,253,55',FCB,FCB,0,2,True
1977,1,1977/08/17,20:00:00,4012593,1,Antwerp FC,FCB,253,72',Antwerp FC,Antwerp FC,1,2,True
1977,1,1977/08/17,20:00:00,4012593,1,Antwerp FC,FCB,253,83',Antwerp FC,Antwerp FC,2,2,True
1977,1,1977/08/17,20:00:00,4012594,12,Cercle Brugge,VAV,13,8',Cercle Brugge,Cercle Brugge,1,0,True
1977,1,1977/08/17,20:00:00,4012594,12,Cercle Brugge,VAV,13,64',VAV,VAV,1,1,True
1977,1,1977/08/17,20:00:00,4012595,19,KV Kortrijk,KBFC,,80',KV Kortrijk,KV Kortrijk,1,0,True
1977,1,1977/08/17,20:00:00,4012596,2764,KFC Winterslag,SKBevW,,18',KFC Winterslag,KFC Winterslag,1,0,True
1977,1,1977/08/17,20:00:00,4012596,2764,KFC Winterslag,SKBevW,,23',KFC Winterslag,KFC Winterslag,2,0,True
1977,1,1977/08/17,20:00:00,4012596,2764,KFC Winterslag,SKBevW,,70',KFC Winterslag,KFC Winterslag,3,0,True
1977,1,1977/08/17,20:00:00,4012597,58,Boom FC,RWDM,47,15',RWDM,RWDM,0,1,True
1977,1,1977/08/17,20:00:00,4012597,58,Boom FC,RWDM,47,44',RWDM,RWDM,0,2,True
1977,1,1977/08/17,20:00:00,4012597,58,Boom FC,RWDM,47,61',Boom FC,Boom FC,1,2,True
1977,1,1977/08/17,20:00:00,4012597,58,Boom FC,RWDM,47,86',Boom FC,Boom FC,2,2,True
1977,1,1977/08/17,20:00:00,4012599,201,KSC Lokeren,RAA La,51,4',KSC Lokeren,KSC Lokeren,1,0,True
1977,1,1977/08/17,20:00:00,4012599,201,KSC Lokeren,RAA La,51,30',KSC Lokeren,KSC Lokeren,2,0,True
1977,1,1977/08/17,20:00:00,4012599,201,KSC Lokeren,RAA La,51,37',KSC Lokeren,KSC Lokeren,3,0,True
1977,1,1977/08/17,20:00:00,4012599,201,KSC Lokeren,RAA La,51,41',RAA La,RAA La,3,1,True
1977,1,1977/08/17,20:00:00,4012599,201,KSC Lokeren,RAA La,51,50',KSC Lokeren,KSC Lokeren,4,1,True
1977,1,1977/08/17,20:00:00,4012599,201,KSC Lokeren,RAA La,51,69',RAA La,RAA La,4,2,True
1976,1,1976/09/11,19:30:00,4012288,29,R Charleroi SC,SKBevW,,9',R Charleroi SC,R Charleroi SC,1,0,True
1976,1,1976/09/11,19:30:00,4012288,29,R Charleroi SC,SKBevW,,31',R Charleroi SC,R Charleroi SC,2,0,True
1976,1,1976/09/11,19:30:00,4012288,29,R Charleroi SC,SKBevW,,86',SKBevW,SKBevW,2,1,True
1976,1,1976/09/11,20:00:00,4012289,3,Club Brugge,KSVWar,,36',Club Brugge,Club Brugge,1,0,True
1976,1,1976/09/11,20:00:00,4012289,3,Club Brugge,KSVWar,,50',Club Brugge,Club Brugge,2,0,True
1976,1,1976/09/11,20:00:00,4012290,201,KSC Lokeren,AS Oos,53,59',KSC Lokeren,KSC Lokeren,1,0,True
1976,1,1976/09/11,20:00:00,4012291,25,KV Mechelen,KFC W,311,63',KV Mechelen,KV Mechelen,1,0,True
