seizoen,dag,datum,tijd,id_match,thuisploeg_stamnummer,thuisploeg,uitploeg,uitploeg_stamnummer,goal_,goal_team_naam,goal_team_stamnummer,stand_thuis,stand_uit,valid_goal
2001,1,2001/08/11,20:00:00,991407,35,RSC Anderlecht,RAFC,2449,66',RAFC,RAFC,3,0,False
2001,1,2001/08/11,20:00:00,991408,4079,Lierse SK,LOK,801,4',LOK,LOK,0,1,True
2001,1,2001/08/11,20:00:00,991408,4079,Lierse SK,LOK,801,36',Lierse SK,Lierse SK,1,1,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,11',KRC Genk,KRC Genk,1,0,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,44',BEV,BEV,1,1,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,46',KRC Genk,KRC Genk,2,1,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,57',KRC Genk,KRC Genk,3,1,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,67',KRC Genk,KRC Genk,4,1,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,84',KRC Genk,KRC Genk,5,1,True
2001,1,2001/08/11,20:00:00,991409,290,KRC Genk,BEV,768,88',KRC Genk,KRC Genk,5,1,False
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,6',STVV,STVV,0,1,True
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,25',STVV,STVV,0,1,False
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,26',KAA Gent,KAA Gent,1,1,True
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,44',KAA Gent,KAA Gent,2,1,True
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,50',KAA Gent,KAA Gent,3,1,True
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,61',STVV,STVV,3,2,True
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,85',KAA Gent,KAA Gent,3,2,False
2001,1,2001/08/11,20:00:00,991410,7,KAA Gent,STVV,373,90',KAA Gent,KAA Gent,4,2,True
2001,1,2001/08/11,20:00:00,991411,855,Lommel SK,RWDM,47,37',RWDM,RWDM,4,2,False
2001,1,2001/08/11,20:00:00,991411,855,Lommel SK,RWDM,47,75',Lommel SK,Lommel SK,1,0,True
2001,1,2001/08/12,15:00:00,991412,3,Club Brugge,KVCWes,2024,4',Club Brugge,Club Brugge,1,0,True
2001,1,2001/08/12,15:00:00,991412,3,Club Brugge,KVCWes,2024,33',KVCWes,KVCWes,1,1,True
2001,1,2001/08/12,15:00:00,991412,3,Club Brugge,KVCWes,2024,35',Club Brugge,Club Brugge,2,1,True
2001,1,2001/08/12,15:00:00,991412,3,Club Brugge,KVCWes,2024,38',Club Brugge,Club Brugge,3,1,True
2001,1,2001/08/12,15:00:00,991412,3,Club Brugge,KVCWes,2024,44',Club Brugge,Club Brugge,4,1,True
2001,1,2001/08/12,15:00:00,991412,3,Club Brugge,KVCWes,2024,86',KVCWes,KVCWes,4,2,True
2001,1,2001/08/12,15:00:00,991413,90,Eendracht Aalst,Mous,376,11',Eendracht Aalst,Eendracht Aalst,4,2,False
2001,1,2001/08/12,15:00:00,991413,90,Eendracht Aalst,Mous,376,22',Eendracht Aalst,Eendracht Aalst,1,0,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,2',Germ. Beerschot,Germ. Beerschot,1,0,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,24',Germ. Beerschot,Germ. Beerschot,2,0,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,26',RAA La,RAA La,2,1,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,30',Germ. Beerschot,Germ. Beerschot,3,1,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,48',Germ. Beerschot,Germ. Beerschot,4,1,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,62',Germ. Beerschot,Germ. Beerschot,5,1,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,68',RAA La,RAA La,5,2,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,70',Germ. Beerschot,Germ. Beerschot,6,2,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,79',Germ. Beerschot,Germ. Beerschot,7,2,True
2001,1,2001/08/12,15:00:00,991414,155,Germ. Beerschot,RAA La,51,85',Germ. Beerschot,Germ. Beerschot,8,2,True
2001,1,2001/08/12,20:00:00,991415,29,R Charleroi SC,SL,231,48',SL,SL,8,2,False
2000,1,2000/08/12,20:00:00,1001964,867,KVC Westerlo,RAFC,2449,11',KVC Westerlo,KVC Westerlo,1,0,True
2000,1,2000/08/12,20:00:00,1001964,867,KVC Westerlo,RAFC,2449,50',KVC Westerlo,KVC Westerlo,2,0,True
2000,1,2000/08/12,20:00:00,1001964,867,KVC Westerlo,RAFC,2449,61',RAFC,RAFC,2,1,True
2000,1,2000/08/12,20:00:00,1001956,968,KSK Beveren,RCSC,22,25',KSK Beveren,KSK Beveren,1,0,True
2000,1,2000/08/12,20:00:00,1001956,968,KSK Beveren,RCSC,22,45',RCSC,RCSC,1,1,True
2000,1,2000/08/12,20:00:00,1001956,968,KSK Beveren,RCSC,22,48',RCSC,RCSC,1,2,True
2000,1,2000/08/12,20:00:00,1001958,224,Exc. Mouscron,GBA,3530,13',Exc. Mouscron,Exc. Mouscron,1,0,True
2000,1,2000/08/12,20:00:00,1001958,224,Exc. Mouscron,GBA,3530,58',Exc. Mouscron,Exc. Mouscron,2,0,True
2000,1,2000/08/12,20:00:00,1001958,224,Exc. Mouscron,GBA,3530,75',Exc. Mouscron,Exc. Mouscron,3,0,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,18',Club Brugge,Club Brugge,1,0,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,26',Club Brugge,Club Brugge,2,0,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,27',Club Brugge,Club Brugge,3,0,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,50',Gent,Gent,3,0,False
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,51',Club Brugge,Club Brugge,4,0,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,58',Gent,Gent,4,1,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,70',Club Brugge,Club Brugge,5,1,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,85',Gent,Gent,5,2,True
2000,1,2000/08/13,15:00:00,1001960,3,Club Brugge,Gent,7,89',Club Brugge,Club Brugge,6,2,True
2000,1,2000/08/13,15:00:00,1001961,90,Eendracht Aalst,Lierse,30,16',Lierse,Lierse,0,1,True
2000,1,2000/08/13,15:00:00,1001961,90,Eendracht Aalst,Lierse,30,57',Eendracht Aalst,Eendracht Aalst,1,1,True
2000,1,2000/08/13,15:00:00,1001961,90,Eendracht Aalst,Lierse,30,78',Lierse,Lierse,1,2,True
2000,1,2000/08/13,15:00:00,1001961,90,Eendracht Aalst,Lierse,30,86',Lierse,Lierse,1,3,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,6',SL,SL,0,1,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,10',KRC Harelbeke,KRC Harelbeke,1,1,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,45',SL,SL,1,2,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,58',SL,SL,1,3,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,59',KRC Harelbeke,KRC Harelbeke,2,3,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,66',KRC Harelbeke,KRC Harelbeke,3,3,True
2000,1,2000/08/13,15:00:00,1001962,290,KRC Harelbeke,SL,231,71',SL,SL,3,4,True
2000,1,2000/08/13,20:00:00,1001963,322,St-Truidense VV,RSCA,35,73',RSCA,RSCA,3,4,False
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,28',Gent,Gent,0,1,True
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,37',KFCV Geel,KFCV Geel,0,1,False
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,47',Gent,Gent,0,2,True
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,49',Gent,Gent,0,3,True
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,61',Gent,Gent,0,4,True
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,72',Gent,Gent,0,5,True
1999,1,1999/08/06,20:00:00,2951178,338,KFCV Geel,Gent,7,73',KFCV Geel,KFCV Geel,1,5,True
1999,1,1999/08/07,20:00:00,2951179,968,KSK Beveren,Aalst,90,20',Aalst,Aalst,0,1,True
1999,1,1999/08/07,20:00:00,2951179,968,KSK Beveren,Aalst,90,55',Aalst,Aalst,0,2,True
1999,1,1999/08/07,20:00:00,2951180,4079,Lierse SK,GBA,3530,38',Lierse SK,Lierse SK,1,0,True
1999,1,1999/08/07,20:00:00,2951180,4079,Lierse SK,GBA,3530,55',Lierse SK,Lierse SK,2,0,True
1999,1,1999/08/07,20:00:00,2951180,4079,Lierse SK,GBA,3530,58',GBA,GBA,2,0,False
1999,1,1999/08/07,20:00:00,2951180,4079,Lierse SK,GBA,3530,68',GBA,GBA,2,1,True
1999,1,1999/08/07,20:00:00,2951180,4079,Lierse SK,GBA,3530,90',Lierse SK,Lierse SK,3,1,True
1999,1,1999/08/07,20:00:00,2951181,855,Lommel SK,LOK,801,79',Lommel SK,Lommel SK,1,0,True
1999,1,1999/08/07,20:00:00,2951182,29,R Charleroi SC,KRCHar,,52',KRCHar,KRCHar,1,0,False
1999,1,1999/08/07,20:00:00,2951182,29,R Charleroi SC,KRCHar,,53',R Charleroi SC,R Charleroi SC,1,0,False
1999,1,1999/08/07,20:00:00,2951182,29,R Charleroi SC,KRCHar,,62',R Charleroi SC,R Charleroi SC,1,0,True
1999,1,1999/08/07,20:00:00,2951182,29,R Charleroi SC,KRCHar,,76',KRCHar,KRCHar,1,1,True
1999,1,1999/08/07,20:00:00,2951182,29,R Charleroi SC,KRCHar,,88',R Charleroi SC,R Charleroi SC,2,1,True
1999,1,1999/08/07,20:00:00,2951182,29,R Charleroi SC,KRCHar,,90',R Charleroi SC,R Charleroi SC,2,1,False
1999,1,1999/08/07,20:00:00,2951183,16,Standard Luik,KVM,25,3',KVM,KVM,2,1,False
1999,1,1999/08/07,20:00:00,2951183,16,Standard Luik,KVM,25,14',KVM,KVM,0,1,True
1999,1,1999/08/07,20:00:00,2951183,16,Standard Luik,KVM,25,56',Standard Luik,Standard Luik,1,1,True
1999,1,1999/08/07,20:00:00,2951183,16,Standard Luik,KVM,25,66',Standard Luik,Standard Luik,2,1,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,9',Genk,Genk,0,1,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,19',KVC Westerlo,KVC Westerlo,1,1,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,26',Genk,Genk,1,2,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,28',KVC Westerlo,KVC Westerlo,2,2,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,35',KVC Westerlo,KVC Westerlo,2,2,False
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,45+1',KVC Westerlo,KVC Westerlo,3,2,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,46',Genk,Genk,3,2,False
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,47',KVC Westerlo,KVC Westerlo,3,2,False
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,56',KVC Westerlo,KVC Westerlo,4,2,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,66',Genk,Genk,4,3,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,73',Genk,Genk,4,4,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,79',Genk,Genk,4,5,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,81',Genk,Genk,4,5,False
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,83',KVC Westerlo,KVC Westerlo,5,5,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,89',Genk,Genk,5,6,True
1999,1,1999/08/07,20:00:00,2951184,867,KVC Westerlo,Genk,290,90+3',KVC Westerlo,KVC Westerlo,6,6,True
1999,1,1999/08/08,15:00:00,2951186,3,Club Brugge,STVV,373,19',Club Brugge,Club Brugge,1,0,True
1999,1,1999/08/08,15:00:00,2951186,3,Club Brugge,STVV,373,53',Club Brugge,Club Brugge,2,0,True
1999,1,1999/08/08,15:00:00,2951186,3,Club Brugge,STVV,373,86',Club Brugge,Club Brugge,3,0,True
1999,1,1999/08/08,15:00:00,2951186,3,Club Brugge,STVV,373,90',Club Brugge,Club Brugge,4,0,True
1999,1,1999/08/08,20:00:00,2951185,35,RSC Anderlecht,Mous,376,43',Mous,Mous,0,1,True
1999,1,1999/08/08,20:00:00,2951185,35,RSC Anderlecht,Mous,376,50',RSC Anderlecht,RSC Anderlecht,1,1,True
1999,1,1999/08/08,20:00:00,2951185,35,RSC Anderlecht,Mous,376,61',Mous,Mous,1,1,False
1999,1,1999/08/08,20:00:00,2951185,35,RSC Anderlecht,Mous,376,62',RSC Anderlecht,RSC Anderlecht,2,1,True
1999,1,1999/08/08,20:00:00,2951185,35,RSC Anderlecht,Mous,376,65',RSC Anderlecht,RSC Anderlecht,3,1,True
1999,1,1999/08/08,20:00:00,2951185,35,RSC Anderlecht,Mous,376,89',Mous,Mous,3,2,True
1998,1,1998/08/21,20:00:00,2980573,31,KV Oostende,SL,231,22',KV Oostende,KV Oostende,1,0,True
1998,1,1998/08/21,20:00:00,2980573,31,KV Oostende,SL,231,45',SL,SL,1,1,True
1998,1,1998/08/21,20:00:00,2980573,31,KV Oostende,SL,231,90',KV Oostende,KV Oostende,2,1,True
1998,1,1998/08/21,20:00:00,2980574,322,St-Truidense VV,Mous,376,14',Mous,Mous,0,1,True
1998,1,1998/08/21,20:00:00,2980574,322,St-Truidense VV,Mous,376,41',St-Truidense VV,St-Truidense VV,0,1,False
1998,1,1998/08/21,20:00:00,2980574,322,St-Truidense VV,Mous,376,56',Mous,Mous,0,1,False
1998,1,1998/08/21,20:00:00,2980574,322,St-Truidense VV,Mous,376,84',St-Truidense VV,St-Truidense VV,0,1,False
1998,1,1998/08/21,20:00:00,2980574,322,St-Truidense VV,Mous,376,90',Mous,Mous,0,2,True
1998,1,1998/08/22,20:00:00,2980575,3840,Germinal Ekeren,KVCWes,2024,60',KVCWes,KVCWes,0,1,True
1998,1,1998/08/22,20:00:00,2980575,3840,Germinal Ekeren,KVCWes,2024,75',KVCWes,KVCWes,0,2,True
1998,1,1998/08/22,20:00:00,2980575,3840,Germinal Ekeren,KVCWes,2024,89',KVCWes,KVCWes,0,3,True
1998,1,1998/08/22,20:00:00,2980576,855,Lommel SK,BEV,768,33',Lommel SK,Lommel SK,1,0,True
1998,1,1998/08/22,20:00:00,2980576,855,Lommel SK,BEV,768,86',Lommel SK,Lommel SK,2,0,True
1998,1,1998/08/22,20:00:00,2980576,855,Lommel SK,BEV,768,90',BEV,BEV,2,1,True
1998,1,1998/08/22,20:00:00,2980577,35,RSC Anderlecht,RCSC,22,16',RCSC,RCSC,0,1,True
1998,1,1998/08/22,20:00:00,2980577,35,RSC Anderlecht,RCSC,22,48',RCSC,RCSC,0,1,False
1998,1,1998/08/22,20:00:00,2980577,35,RSC Anderlecht,RCSC,22,85',RSC Anderlecht,RSC Anderlecht,1,1,True
1998,1,1998/08/22,20:00:00,2980578,201,KSC Lokeren,Genk,290,85',KSC Lokeren,KSC Lokeren,1,0,True
1998,1,1998/08/22,20:00:00,2980578,201,KSC Lokeren,Genk,290,86',KSC Lokeren,KSC Lokeren,2,0,True
1998,1,1998/08/22,20:00:00,2980579,4079,Lierse SK,Gent,7,27',Gent,Gent,0,1,True
1998,1,1998/08/22,20:00:00,2980579,4079,Lierse SK,Gent,7,28',Gent,Gent,0,2,True
1998,1,1998/08/22,20:00:00,2980579,4079,Lierse SK,Gent,7,66',Lierse SK,Lierse SK,1,2,True
1998,1,1998/08/22,20:00:00,2980579,4079,Lierse SK,Gent,7,90',Gent,Gent,1,2,False
1998,1,1998/08/22,20:00:00,2980580,90,Eendracht Aalst,FCB,253,84',FCB,FCB,0,1,True
1998,1,1998/08/22,20:00:00,2980580,90,Eendracht Aalst,FCB,253,88',FCB,FCB,0,2,True
1998,1,1998/08/23,15:00:00,2980581,290,KRC Harelbeke,KVK,100,23',KRC Harelbeke,KRC Harelbeke,1,0,True
1998,1,1998/08/23,15:00:00,2980581,290,KRC Harelbeke,KVK,100,31',KRC Harelbeke,KRC Harelbeke,1,0,False
1998,1,1998/08/23,15:00:00,2980581,290,KRC Harelbeke,KVK,100,44',KVK,KVK,1,0,False
1997,1,1997/08/08,20:00:00,3000322,16,Standard Luik,Mous,376,51',Standard Luik,Standard Luik,1,0,True
1997,1,1997/08/08,20:00:00,3000322,16,Standard Luik,Mous,376,83',Mous,Mous,1,1,True
1997,1,1997/08/09,20:00:00,3000323,3840,Germinal Ekeren,RWDM,47,9',Germinal Ekeren,Germinal Ekeren,1,0,True
1997,1,1997/08/09,20:00:00,3000323,3840,Germinal Ekeren,RWDM,47,55',Germinal Ekeren,Germinal Ekeren,2,0,True
1997,1,1997/08/09,20:00:00,3000323,3840,Germinal Ekeren,RWDM,47,85',RWDM,RWDM,2,1,True
1997,1,1997/08/09,20:00:00,3000323,3840,Germinal Ekeren,RWDM,47,87',Germinal Ekeren,Germinal Ekeren,3,1,True
1997,1,1997/08/09,20:00:00,3000324,867,KVC Westerlo,STVV,373,13',KVC Westerlo,KVC Westerlo,1,0,True
1997,1,1997/08/09,20:00:00,3000324,867,KVC Westerlo,STVV,373,43',KVC Westerlo,KVC Westerlo,2,0,True
1997,1,1997/08/09,20:00:00,3000324,867,KVC Westerlo,STVV,373,48',STVV,STVV,2,1,True
1997,1,1997/08/09,20:00:00,3000324,867,KVC Westerlo,STVV,373,61',STVV,STVV,2,1,False
1997,1,1997/08/09,20:00:00,3000324,867,KVC Westerlo,STVV,373,86',KVC Westerlo,KVC Westerlo,3,1,True
1997,1,1997/08/09,20:00:00,3000324,867,KVC Westerlo,STVV,373,89',KVC Westerlo,KVC Westerlo,4,1,True
1997,1,1997/08/09,20:00:00,3000326,4079,Lierse SK,LOK,801,30',Lierse SK,Lierse SK,1,0,True
1997,1,1997/08/09,20:00:00,3000326,4079,Lierse SK,LOK,801,45',Lierse SK,Lierse SK,2,0,True
1997,1,1997/08/09,20:00:00,3000326,4079,Lierse SK,LOK,801,56',Lierse SK,Lierse SK,2,0,False
1997,1,1997/08/09,20:00:00,3000326,4079,Lierse SK,LOK,801,63',LOK,LOK,2,0,False
1997,1,1997/08/09,20:00:00,3000326,4079,Lierse SK,LOK,801,71',Lierse SK,Lierse SK,3,0,True
1997,1,1997/08/09,20:00:00,3000327,290,KRC Genk,RCSC,22,15',KRC Genk,KRC Genk,1,0,True
1997,1,1997/08/09,20:00:00,3000327,290,KRC Genk,RCSC,22,44',KRC Genk,KRC Genk,2,0,True
1997,1,1997/08/09,20:00:00,3000327,290,KRC Genk,RCSC,22,48',KRC Genk,KRC Genk,3,0,True
1997,1,1997/08/09,20:00:00,3000327,290,KRC Genk,RCSC,22,90',KRC Genk,KRC Genk,4,0,True
1997,1,1997/08/09,20:00:00,3000328,7,KAA Gent,FCB,253,15',FCB,FCB,0,1,True
1997,1,1997/08/09,20:00:00,3000328,7,KAA Gent,FCB,253,45',FCB,FCB,0,2,True
1997,1,1997/08/09,20:00:00,3000328,7,KAA Gent,FCB,253,60',FCB,FCB,0,3,True
1997,1,1997/08/09,20:00:00,3000328,7,KAA Gent,FCB,253,70',FCB,FCB,0,4,True
1997,1,1997/08/10,15:00:00,3000330,290,KRC Harelbeke,KFC Lo,855,55',KRC Harelbeke,KRC Harelbeke,1,0,True
1997,1,1997/08/10,15:00:00,3000330,290,KRC Harelbeke,KFC Lo,855,83',KFC Lo,KFC Lo,1,1,True
1997,1,1997/12/03,18:00:00,3000329,1,Antwerp FC,RSCA,35,59',RSCA,RSCA,0,1,True
1997,1,1997/12/03,18:00:00,3000329,1,Antwerp FC,RSCA,35,77',RSCA,RSCA,0,1,False
1996,1,1996/08/01,20:00:00,3146309,3,Club Brugge,KRCHar,,45',Club Brugge,Club Brugge,1,0,True
1996,1,1996/08/03,20:00:00,3146311,855,Lommel SK,Mous,376,56',Mous,Mous,0,1,True
1996,1,1996/08/03,20:00:00,3146311,855,Lommel SK,Mous,376,77',Mous,Mous,0,2,True
1996,1,1996/08/03,20:00:00,3146312,16,Standard Luik,STVV,373,9',Standard Luik,Standard Luik,1,0,True
1996,1,1996/08/03,20:00:00,3146312,16,Standard Luik,STVV,373,80',Standard Luik,Standard Luik,2,0,True
1996,1,1996/08/03,20:00:00,3146314,3840,Germinal Ekeren,Gent,7,28',Gent,Gent,0,1,True
1996,1,1996/08/03,20:00:00,3146314,3840,Germinal Ekeren,Gent,7,67',Germinal Ekeren,Germinal Ekeren,1,1,True
1996,1,1996/08/03,20:00:00,3146314,3840,Germinal Ekeren,Gent,7,74',Gent,Gent,1,1,False
1996,1,1996/08/03,20:00:00,3146314,3840,Germinal Ekeren,Gent,7,89',Gent,Gent,1,2,True
1996,1,1996/08/03,20:00:00,3146315,29,R Charleroi SC,RAFC,2449,5',R Charleroi SC,R Charleroi SC,1,0,True
1996,1,1996/08/03,20:00:00,3146315,29,R Charleroi SC,RAFC,2449,41',RAFC,RAFC,1,0,False
1996,1,1996/08/03,20:00:00,3146315,29,R Charleroi SC,RAFC,2449,42',R Charleroi SC,R Charleroi SC,2,0,True
1996,1,1996/08/03,20:00:00,3146315,29,R Charleroi SC,RAFC,2449,58',R Charleroi SC,R Charleroi SC,3,0,True
1996,1,1996/08/03,20:00:00,3146317,201,KSC Lokeren,Genk,290,28',KSC Lokeren,KSC Lokeren,1,0,True
1996,1,1996/08/03,20:00:00,3146317,201,KSC Lokeren,Genk,290,70',KSC Lokeren,KSC Lokeren,1,0,False
1996,1,1996/08/03,20:00:00,3146317,201,KSC Lokeren,Genk,290,71',Genk,Genk,1,0,False
1995,1,1995/08/04,20:00:00,3185941,90,Eendracht Aalst,RSCA,35,28',Eendracht Aalst,Eendracht Aalst,1,0,True
1995,1,1995/08/04,20:00:00,3185941,90,Eendracht Aalst,RSCA,35,29',RSCA,RSCA,1,1,True
1995,1,1995/08/04,20:00:00,3185941,90,Eendracht Aalst,RSCA,35,48',Eendracht Aalst,Eendracht Aalst,2,1,True
1995,1,1995/08/04,20:00:00,3185941,90,Eendracht Aalst,RSCA,35,58',Eendracht Aalst,Eendracht Aalst,3,1,True
1995,1,1995/08/05,20:00:00,3185943,16,Standard Luik,KFC Lo,855,60',KFC Lo,KFC Lo,3,1,False
1995,1,1995/08/05,20:00:00,3185943,16,Standard Luik,KFC Lo,855,65',Standard Luik,Standard Luik,1,0,True
1995,1,1995/08/05,20:00:00,3185944,12,Cercle Brugge,RAFC,2449,6',RAFC,RAFC,0,1,True
1995,1,1995/08/05,20:00:00,3185944,12,Cercle Brugge,RAFC,2449,35',RAFC,RAFC,0,2,True
1995,1,1995/08/05,20:00:00,3185944,12,Cercle Brugge,RAFC,2449,49',Cercle Brugge,Cercle Brugge,1,2,True
1995,1,1995/08/05,20:00:00,3185944,12,Cercle Brugge,RAFC,2449,60',Cercle Brugge,Cercle Brugge,2,2,True
1995,1,1995/08/05,20:00:00,3185944,12,Cercle Brugge,RAFC,2449,62',RAFC,RAFC,2,2,False
1995,1,1995/08/05,20:00:00,3185944,12,Cercle Brugge,RAFC,2449,87',Cercle Brugge,Cercle Brugge,3,2,True
1995,1,1995/08/05,20:00:00,3185945,4079,Lierse SK,KRCHar,,54',KRCHar,KRCHar,0,1,True
1995,1,1995/08/05,20:00:00,3185946,4146,RWD Molenbeek,BEV,768,68',RWD Molenbeek,RWD Molenbeek,1,0,True
1995,1,1995/08/05,20:00:00,3185946,4146,RWD Molenbeek,BEV,768,85',BEV,BEV,1,0,False
1995,1,1995/08/05,20:00:00,3185947,29,R Charleroi SC,KVM,25,2',R Charleroi SC,R Charleroi SC,1,0,True
1995,1,1995/08/05,20:00:00,3185947,29,R Charleroi SC,KVM,25,62',R Charleroi SC,R Charleroi SC,2,0,True
1995,1,1995/08/05,20:00:00,3185947,29,R Charleroi SC,KVM,25,65',R Charleroi SC,R Charleroi SC,3,0,True
1995,1,1995/08/05,20:00:00,3185947,29,R Charleroi SC,KVM,25,75',R Charleroi SC,R Charleroi SC,4,0,True
1995,1,1995/08/05,20:00:00,3185947,29,R Charleroi SC,KVM,25,81',KVM,KVM,4,1,True
1995,1,1995/08/05,20:00:00,3185947,29,R Charleroi SC,KVM,25,88',KVM,KVM,4,2,True
1995,1,1995/08/05,20:00:00,3185948,1878,KSV Waregem,Gent,7,13',Gent,Gent,0,1,True
1995,1,1995/08/05,20:00:00,3185948,1878,KSV Waregem,Gent,7,56',Gent,Gent,0,2,True
1995,1,1995/08/05,20:00:00,3185948,1878,KSV Waregem,Gent,7,58',KSV Waregem,KSV Waregem,1,2,True
1995,1,1995/08/05,20:00:00,3185948,1878,KSV Waregem,Gent,7,89',KSV Waregem,KSV Waregem,2,2,True
1995,1,1995/08/05,20:00:00,3185942,322,St-Truidense VV,RFC Se,167,22',St-Truidense VV,St-Truidense VV,1,0,True
1995,1,1995/08/05,20:00:00,3185942,322,St-Truidense VV,RFC Se,167,45',St-Truidense VV,St-Truidense VV,2,0,True
1995,1,1995/08/05,20:00:00,3185942,322,St-Truidense VV,RFC Se,167,54',RFC Se,RFC Se,2,1,True
1995,1,1995/08/05,20:00:00,3185942,322,St-Truidense VV,RFC Se,167,61',St-Truidense VV,St-Truidense VV,3,1,True
1995,1,1995/08/05,20:00:00,3185942,322,St-Truidense VV,RFC Se,167,63',RFC Se,RFC Se,3,1,False
1995,1,1995/08/05,20:00:00,3185942,322,St-Truidense VV,RFC Se,167,70',St-Truidense VV,St-Truidense VV,4,1,True
1995,1,1995/08/06,15:00:00,3185949,3840,Germinal Ekeren,FCB,253,39',FCB,FCB,0,1,True
1995,1,1995/08/06,15:00:00,3185949,3840,Germinal Ekeren,FCB,253,60',FCB,FCB,0,2,True
1995,1,1995/08/06,15:00:00,3185949,3840,Germinal Ekeren,FCB,253,74',Germinal Ekeren,Germinal Ekeren,1,2,True
1994,1,1994/08/19,20:30:00,3666598,16,Standard Luik,RAFC,2449,5',Standard Luik,Standard Luik,1,0,True
1994,1,1994/08/19,20:30:00,3666598,16,Standard Luik,RAFC,2449,28',RAFC,RAFC,1,1,True
1994,1,1994/08/19,20:30:00,3666598,16,Standard Luik,RAFC,2449,68',Standard Luik,Standard Luik,2,1,True
