date,time,home_team,home_team_number,away_team,away_team_number,goal_team,goal_time,result_home_team,result_away_team,valid_goal,season,day,match_id
2015/07/24,20:30:00,St-Truidense VV,322,FCB,253,St-Truidense VV,57',1,1,True,2015,1,2587022
2015/07/24,20:30:00,St-Truidense VV,322,FCB,253,St-Truidense VV,74',2,1,True,2015,1,2587022
2015/07/24,20:30:00,St-Truidense VV,322,FCB,253,St-Truidense VV,78',2,1,False,2015,1,2587022
2015/07/25,18:00:00,KV Kortrijk,19,SL,231,KV Kortrijk,40',1,0,True,2015,1,2587023
2015/07/25,18:00:00,KV Kortrijk,19,SL,231,SL,51',1,1,True,2015,1,2587023
2015/07/25,18:00:00,KV Kortrijk,19,SL,231,KV Kortrijk,64',2,1,True,2015,1,2587023
2015/07/25,20:00:00,KRC Genk,290,OHL,None,KRC Genk,26',1,0,True,2015,1,2587024
2015/07/25,20:00:00,KRC Genk,290,OHL,None,OHL,63',1,1,True,2015,1,2587024
2015/07/25,20:00:00,KRC Genk,290,OHL,None,KRC Genk,67',2,1,True,2015,1,2587024
2015/07/25,20:00:00,KRC Genk,290,OHL,None,KRC Genk,81',3,1,True,2015,1,2587024
2015/07/25,20:00:00,KV Oostende,31,KVM,None,KV Oostende,22',1,0,True,2015,1,2587025
2015/07/25,20:00:00,KV Oostende,31,KVM,None,KV Oostende,50',2,0,True,2015,1,2587025
2015/07/25,20:00:00,KV Oostende,31,KVM,None,KVM,59',2,1,True,2015,1,2587025
2015/07/25,20:00:00,KV Oostende,31,KVM,None,KV Oostende,90+2',3,1,True,2015,1,2587025
2015/07/25,20:00:00,Zulte Waregem,2159,LOK,801,Zulte Waregem,10',1,0,True,2015,1,2587026
2015/07/25,20:00:00,Zulte Waregem,2159,LOK,801,Zulte Waregem,56',2,0,True,2015,1,2587026
2015/07/25,20:00:00,Zulte Waregem,2159,LOK,801,LOK,61',2,1,True,2015,1,2587026
2015/07/25,20:00:00,Zulte Waregem,2159,LOK,801,LOK,71',2,1,False,2015,1,2587026
2015/07/25,20:00:00,Zulte Waregem,2159,LOK,801,Zulte Waregem,90',3,1,True,2015,1,2587026
2015/07/26,14:30:00,KVC Westerlo,867,Gent,7,KVC Westerlo,20',1,0,True,2015,1,2587027
2015/07/26,14:30:00,KVC Westerlo,867,Gent,7,Gent,45+1',1,1,True,2015,1,2587027
2015/07/26,14:30:00,KVC Westerlo,867,Gent,7,KVC Westerlo,57',1,1,False,2015,1,2587027
2015/07/26,18:00:00,RSC Anderlecht,35,W-B,3780,RSC Anderlecht,3',1,0,True,2015,1,2587028
2015/07/26,18:00:00,RSC Anderlecht,35,W-B,3780,RSC Anderlecht,35',2,0,True,2015,1,2587028
2015/07/26,18:00:00,RSC Anderlecht,35,W-B,3780,W-B,71',2,1,True,2015,1,2587028
2015/07/26,18:00:00,RSC Anderlecht,35,W-B,3780,W-B,76',2,2,True,2015,1,2587028
2015/07/26,18:00:00,RSC Anderlecht,35,W-B,3780,RSC Anderlecht,90+2',3,2,True,2015,1,2587028
2015/07/26,20:00:00,R Charleroi SC,29,RMP,None,R Charleroi SC,18',1,0,True,2015,1,2587029
2015/07/26,20:00:00,R Charleroi SC,29,RMP,None,R Charleroi SC,37',2,0,True,2015,1,2587029
2015/07/26,20:00:00,R Charleroi SC,29,RMP,None,RMP,71',2,1,True,2015,1,2587029
2015/07/31,20:30:00,KAA Gent,7,Genk,290,KAA Gent,43',1,0,True,2015,2,2587030
2015/08/01,18:00:00,Club Brugge,3,KVM,None,Club Brugge,45+1',1,0,True,2015,2,2587031
2015/08/01,18:00:00,Club Brugge,3,KVM,None,Club Brugge,55',2,0,True,2015,2,2587031
2015/08/01,18:00:00,Club Brugge,3,KVM,None,Club Brugge,63',3,0,True,2015,2,2587031
2015/08/01,20:00:00,Waasland-Beveren,480,KVK,100,Waasland-Beveren,44',1,0,True,2015,2,2587032
2015/08/01,20:00:00,Waasland-Beveren,480,KVK,100,Waasland-Beveren,74',2,0,True,2015,2,2587032
2015/08/01,20:00:00,Waasland-Beveren,480,KVK,100,KVK,76',2,1,True,2015,2,2587032
2015/08/01,20:00:00,KV Oostende,31,KVCWes,None,KV Oostende,24',1,0,True,2015,2,2587033
2015/08/01,20:00:00,KV Oostende,31,KVCWes,None,KV Oostende,54',2,0,True,2015,2,2587033
2015/08/01,20:00:00,KV Oostende,31,KVCWes,None,KVCWes,73',2,1,True,2015,2,2587033
2015/08/01,20:00:00,Moeskroen,216,STVV,None,STVV,45',0,1,True,2015,2,2587034
2015/08/01,20:00:00,Moeskroen,216,STVV,None,STVV,72',0,1,False,2015,2,2587034
2015/08/01,20:00:00,Moeskroen,216,STVV,None,STVV,77',0,2,True,2015,2,2587034
2015/08/02,14:30:00,KSC Lokeren,201,RCSC,None,RCSC,15',0,1,True,2015,2,2587035
2015/08/02,14:30:00,KSC Lokeren,201,RCSC,None,KSC Lokeren,25',1,1,True,2015,2,2587035
2015/08/02,14:30:00,KSC Lokeren,201,RCSC,None,RCSC,66',1,2,True,2015,2,2587035
2015/08/02,14:30:00,KSC Lokeren,201,RCSC,None,KSC Lokeren,68',2,2,True,2015,2,2587035
2015/08/02,18:00:00,Standard Luik,16,Zulte,622,Standard Luik,5',1,0,True,2015,2,2587036
2015/08/02,18:00:00,Standard Luik,16,Zulte,622,Zulte,29',1,1,True,2015,2,2587036
2015/08/02,18:00:00,Standard Luik,16,Zulte,622,Standard Luik,59',2,1,True,2015,2,2587036
2015/08/02,20:00:00,OH Leuven,2495,RSCA,None,RSCA,69',0,1,True,2015,2,2587037
2015/08/02,20:00:00,OH Leuven,2495,RSCA,None,RSCA,75',0,2,True,2015,2,2587037
2015/08/08,18:00:00,KV Kortrijk,19,LOK,801,KV Kortrijk,30',,,False,2015,3,2587039
2015/08/08,18:00:00,KV Kortrijk,19,LOK,801,LOK,87',,,False,2015,3,2587039
2015/08/08,20:00:00,KVC Westerlo,867,OHL,None,OHL,21',0,1,True,2015,3,2587040
2015/08/08,20:00:00,KVC Westerlo,867,OHL,None,KVC Westerlo,45',1,1,True,2015,3,2587040
2015/08/08,20:00:00,KVC Westerlo,867,OHL,None,KVC Westerlo,50',2,1,True,2015,3,2587040
2015/08/08,20:00:00,KVC Westerlo,867,OHL,None,KVC Westerlo,67',3,1,True,2015,3,2587040
2015/08/08,20:00:00,KVC Westerlo,867,OHL,None,OHL,78',3,2,True,2015,3,2587040
2015/08/08,20:00:00,KVC Westerlo,867,OHL,None,OHL,90+3',3,2,False,2015,3,2587040
2015/08/08,20:00:00,St-Truidense VV,322,KVO,362,St-Truidense VV,54',1,0,True,2015,3,2587041
2015/08/08,20:00:00,St-Truidense VV,322,KVO,362,KVO,79',1,1,True,2015,3,2587041
2015/08/08,20:00:00,KV Mechelen,25,RMP,None,KV Mechelen,45+1',1,0,True,2015,3,2587042
2015/08/08,20:00:00,KV Mechelen,25,RMP,None,KV Mechelen,62',2,0,True,2015,3,2587042
2015/08/08,20:00:00,KV Mechelen,25,RMP,None,RMP,63',2,1,True,2015,3,2587042
2015/08/08,20:00:00,KV Mechelen,25,RMP,None,KV Mechelen,90+3',3,1,True,2015,3,2587042
2015/08/09,14:30:00,RSC Anderlecht,35,Gent,7,RSC Anderlecht,12',1,0,True,2015,3,2587043
2015/08/09,14:30:00,RSC Anderlecht,35,Gent,7,Gent,60',1,1,True,2015,3,2587043
2015/08/09,20:00:00,Standard Luik,16,W-B,3780,Standard Luik,63',1,0,True,2015,3,2587045
2015/08/14,20:30:00,Club Brugge,3,KVK,100,Club Brugge,49',1,0,True,2015,4,2587046
2015/08/14,20:30:00,Club Brugge,3,KVK,100,KVK,90+1',1,1,True,2015,4,2587046
2015/08/14,20:30:00,Club Brugge,3,KVK,100,Club Brugge,90+2',2,1,True,2015,4,2587046
2015/08/15,18:00:00,Moeskroen,216,SL,231,SL,23',0,1,True,2015,4,2587047
2015/08/15,18:00:00,Moeskroen,216,SL,231,Moeskroen,42',1,1,True,2015,4,2587047
2015/08/15,20:00:00,KSC Lokeren,201,KVM,None,KSC Lokeren,41',1,1,False,2015,4,2587048
2015/08/15,20:00:00,KSC Lokeren,201,KVM,None,KSC Lokeren,41',1,0,True,2015,4,2587048
2015/08/15,20:00:00,KSC Lokeren,201,KVM,None,KSC Lokeren,88',2,0,True,2015,4,2587048
2015/08/15,20:00:00,Waasland-Beveren,480,Zulte,622,Waasland-Beveren,38',1,0,True,2015,4,2587049
2015/08/15,20:00:00,Waasland-Beveren,480,Zulte,622,Zulte,47',1,1,True,2015,4,2587049
2015/08/15,20:00:00,Waasland-Beveren,480,Zulte,622,Waasland-Beveren,81',2,1,True,2015,4,2587049
2015/08/15,20:00:00,KRC Genk,290,KVCWes,None,KRC Genk,11',1,0,True,2015,4,2587050
2015/08/15,20:00:00,KRC Genk,290,KVCWes,None,KVCWes,38',1,1,True,2015,4,2587050
2015/08/15,20:00:00,KRC Genk,290,KVCWes,None,KRC Genk,51',2,1,True,2015,4,2587050
2015/08/16,14:30:00,KV Oostende,31,RSCA,None,KV Oostende,3',1,0,True,2015,4,2587051
2015/08/16,14:30:00,KV Oostende,31,RSCA,None,RSCA,48',1,1,True,2015,4,2587051
2015/08/16,14:30:00,KV Oostende,31,RSCA,None,KV Oostende,64',2,1,True,2015,4,2587051
2015/08/16,14:30:00,KV Oostende,31,RSCA,None,KV Oostende,89',3,1,True,2015,4,2587051
2015/08/16,18:00:00,KAA Gent,7,STVV,None,KAA Gent,28',1,0,True,2015,4,2587052
2015/08/16,20:00:00,OH Leuven,2495,RCSC,None,OH Leuven,49',1,0,True,2015,4,2587053
2015/08/16,20:00:00,OH Leuven,2495,RCSC,None,OH Leuven,85',2,0,True,2015,4,2587053
2015/08/21,20:30:00,St-Truidense VV,322,Genk,290,St-Truidense VV,11',1,0,True,2015,5,2617066
2015/08/21,20:30:00,St-Truidense VV,322,Genk,290,St-Truidense VV,51',2,0,True,2015,5,2617066
2015/08/21,20:30:00,St-Truidense VV,322,Genk,290,St-Truidense VV,78',3,0,True,2015,5,2617066
2015/08/21,20:30:00,St-Truidense VV,322,Genk,290,Genk,83',3,1,True,2015,5,2617066
2015/08/22,18:00:00,Zulte Waregem,2159,FCB,253,Zulte Waregem,10',1,0,True,2015,5,2617067
2015/08/22,18:00:00,Zulte Waregem,2159,FCB,253,Zulte Waregem,83',2,0,True,2015,5,2617067
2015/08/22,20:00:00,KV Mechelen,25,OHL,None,KV Mechelen,61',1,0,True,2015,5,2617068
2015/08/22,20:00:00,KV Mechelen,25,OHL,None,KV Mechelen,78',2,0,True,2015,5,2617068
2015/08/22,20:00:00,KV Mechelen,25,OHL,None,OHL,87',2,1,True,2015,5,2617068
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,Waasland-Beveren,6',1,0,True,2015,5,2617069
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,RMP,12',1,1,True,2015,5,2617069
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,RMP,27',1,2,True,2015,5,2617069
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,Waasland-Beveren,31',1,2,False,2015,5,2617069
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,Waasland-Beveren,65',2,2,True,2015,5,2617069
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,RMP,84',2,3,True,2015,5,2617069
2015/08/22,20:00:00,Waasland-Beveren,480,RMP,None,Waasland-Beveren,90+2',3,3,True,2015,5,2617069
2015/08/23,14:30:00,RSC Anderlecht,35,LOK,801,RSC Anderlecht,90+1',1,0,True,2015,5,2617071
2015/08/23,18:00:00,Standard Luik,16,KVO,362,Standard Luik,3',1,0,True,2015,5,2617072
2015/08/23,18:00:00,Standard Luik,16,KVO,362,KVO,14',1,1,True,2015,5,2617072
2015/08/23,18:00:00,Standard Luik,16,KVO,362,KVO,78',1,2,True,2015,5,2617072
2014/07/25,20:30:00,Standard Luik,16,RCSC,None,Standard Luik,13',1,0,True,2014,1,2469866
2014/07/25,20:30:00,Standard Luik,16,RCSC,None,Standard Luik,18',2,0,True,2014,1,2469866
2014/07/25,20:30:00,Standard Luik,16,RCSC,None,Standard Luik,56',3,0,True,2014,1,2469866
2014/07/26,18:00:00,Waasland-Beveren,480,FCB,253,FCB,50',0,1,True,2014,1,2469867
2014/07/26,18:00:00,Waasland-Beveren,480,FCB,253,FCB,78',0,2,True,2014,1,2469867
2014/07/26,20:00:00,Lierse SK,4079,KVO,362,Lierse SK,21',1,0,True,2014,1,2469869
2014/07/26,20:00:00,Lierse SK,4079,KVO,362,Lierse SK,23',2,0,True,2014,1,2469869
2014/07/26,20:00:00,KVC Westerlo,867,LOK,801,KVC Westerlo,13',1,0,True,2014,1,2469870
2014/07/27,14:30:00,KV Mechelen,25,Genk,290,Genk,7',0,1,True,2014,1,2469871
2014/07/27,14:30:00,KV Mechelen,25,Genk,290,KV Mechelen,22',1,1,True,2014,1,2469871
2014/07/27,14:30:00,KV Mechelen,25,Genk,290,KV Mechelen,37',2,1,True,2014,1,2469871
2014/07/27,14:30:00,KV Mechelen,25,Genk,290,KV Mechelen,38',3,1,True,2014,1,2469871
2014/07/27,14:30:00,KV Mechelen,25,Genk,290,Genk,53',3,1,False,2014,1,2469871
2014/07/27,18:00:00,RSC Anderlecht,35,RMP,None,RSC Anderlecht,16',1,0,True,2014,1,2469872
2014/07/27,18:00:00,RSC Anderlecht,35,RMP,None,RMP,62',1,1,True,2014,1,2469872
2014/07/27,18:00:00,RSC Anderlecht,35,RMP,None,RSC Anderlecht,75',2,1,True,2014,1,2469872
2014/07/27,18:00:00,RSC Anderlecht,35,RMP,None,RSC Anderlecht,80',3,1,True,2014,1,2469872
2014/07/27,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,51',1,0,True,2014,1,2469873
2014/07/27,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,53',2,0,True,2014,1,2469873
2014/08/01,20:30:00,KV Oostende,31,RSCA,None,RSCA,58',0,1,True,2014,2,2479872
2014/08/01,20:30:00,KV Oostende,31,RSCA,None,RSCA,90+3',0,2,True,2014,2,2479872
2014/08/02,18:00:00,KV Kortrijk,19,SL,231,KV Kortrijk,14',1,0,True,2014,2,2479873
2014/08/02,18:00:00,KV Kortrijk,19,SL,231,KV Kortrijk,25',1,0,False,2014,2,2479873
2014/08/02,18:00:00,KV Kortrijk,19,SL,231,SL,38',1,1,True,2014,2,2479873
2014/08/02,18:00:00,KV Kortrijk,19,SL,231,SL,47',1,2,True,2014,2,2479873
2014/08/02,18:00:00,KV Kortrijk,19,SL,231,KV Kortrijk,69',2,2,True,2014,2,2479873
2014/08/02,18:00:00,KV Kortrijk,19,SL,231,SL,89',2,3,True,2014,2,2479873
2014/08/02,20:00:00,KRC Genk,290,Cercle,12,Cercle,37',0,1,True,2014,2,2479874
2014/08/02,20:00:00,KRC Genk,290,Cercle,12,KRC Genk,42',1,1,True,2014,2,2479874
2014/08/02,20:00:00,KRC Genk,290,Cercle,12,Cercle,71',1,1,False,2014,2,2479874
2014/08/02,20:00:00,R Charleroi SC,29,KVCWes,None,R Charleroi SC,7',1,0,True,2014,2,2479875
2014/08/02,20:00:00,R Charleroi SC,29,KVCWes,None,R Charleroi SC,27',2,0,True,2014,2,2479875
2014/08/02,20:00:00,R Charleroi SC,29,KVCWes,None,KVCWes,36',2,1,True,2014,2,2479875
2014/08/02,20:00:00,R Charleroi SC,29,KVCWes,None,KVCWes,56',2,2,True,2014,2,2479875
2014/08/02,20:00:00,R Charleroi SC,29,KVCWes,None,KVCWes,64',2,3,True,2014,2,2479875
2014/08/02,20:00:00,Moeskroen,216,W-B,3780,Moeskroen,25',1,0,True,2014,2,2479876
2014/08/03,14:30:00,KSC Lokeren,201,Zulte,622,KSC Lokeren,1',1,0,True,2014,2,2479877
2014/08/03,14:30:00,KSC Lokeren,201,Zulte,622,Zulte,45',1,1,True,2014,2,2479877
2014/08/03,14:30:00,KSC Lokeren,201,Zulte,622,KSC Lokeren,66',2,1,True,2014,2,2479877
2014/08/03,18:00:00,Club Brugge,3,Lierse,30,Club Brugge,42',1,0,True,2014,2,2479878
2014/08/03,18:00:00,Club Brugge,3,Lierse,30,Lierse,88',1,0,False,2014,2,2479878
2014/08/03,20:00:00,KAA Gent,7,KVM,None,KVM,45+2',0,1,True,2014,2,2479879
2014/08/03,20:00:00,KAA Gent,7,KVM,None,KAA Gent,49',1,1,True,2014,2,2479879
2014/08/03,20:00:00,KAA Gent,7,KVM,None,KAA Gent,61',2,1,True,2014,2,2479879
2014/08/03,20:00:00,KAA Gent,7,KVM,None,KAA Gent,85',3,1,True,2014,2,2479879
2014/08/09,18:00:00,KV Mechelen,25,KVK,100,KV Mechelen,27',1,0,True,2014,3,2479881
2014/08/09,18:00:00,KV Mechelen,25,KVK,100,KVK,67',1,1,True,2014,3,2479881
2014/08/09,18:00:00,KV Mechelen,25,KVK,100,KV Mechelen,72',1,1,False,2014,3,2479881
2014/08/09,18:00:00,KV Mechelen,25,KVK,100,KVK,76',1,2,True,2014,3,2479881
2014/08/09,20:00:00,Lierse SK,4079,RMP,None,Lierse SK,36',1,0,True,2014,3,2479882
2014/08/09,20:00:00,Lierse SK,4079,RMP,None,RMP,54',1,1,True,2014,3,2479882
2014/08/09,20:00:00,Lierse SK,4079,RMP,None,RMP,73',1,2,True,2014,3,2479882
2014/08/09,20:00:00,Lierse SK,4079,RMP,None,Lierse SK,78',2,2,True,2014,3,2479882
2014/08/09,20:00:00,Waasland-Beveren,480,KVCWes,None,KVCWes,74',0,1,True,2014,3,2479883
2014/08/09,20:00:00,Waasland-Beveren,480,KVCWes,None,Waasland-Beveren,77',1,1,True,2014,3,2479883
2014/08/09,20:00:00,Cercle Brugge,12,KVO,362,KVO,43',0,1,True,2014,3,2479884
2014/08/10,14:30:00,Standard Luik,16,Gent,7,Gent,16',0,1,True,2014,3,2479885
2014/08/10,18:00:00,RSC Anderlecht,35,RCSC,None,RSC Anderlecht,45',1,0,True,2014,3,2479886
2014/08/10,20:00:00,Zulte Waregem,2159,FCB,253,FCB,49',0,1,True,2014,3,2479887
2014/08/10,20:00:00,Zulte Waregem,2159,FCB,253,Zulte Waregem,65',1,1,True,2014,3,2479887
2014/08/15,18:00:00,Moeskroen,216,SL,231,SL,12',0,1,True,2014,4,2486389
2014/08/15,18:00:00,Moeskroen,216,SL,231,Moeskroen,19',1,1,True,2014,4,2486389
2014/08/15,18:00:00,Moeskroen,216,SL,231,Moeskroen,22',2,1,True,2014,4,2486389
2014/08/15,18:00:00,Moeskroen,216,SL,231,Moeskroen,33',3,1,True,2014,4,2486389
2014/08/15,18:00:00,Moeskroen,216,SL,231,SL,43',3,2,True,2014,4,2486389
2014/08/15,18:00:00,Moeskroen,216,SL,231,Moeskroen,66',4,2,True,2014,4,2486389
2014/08/15,18:00:00,Moeskroen,216,SL,231,Moeskroen,86',5,2,True,2014,4,2486389
2014/08/15,20:30:00,Club Brugge,3,Cercle,12,Club Brugge,29',1,0,True,2014,4,2486390
2014/08/15,20:30:00,Club Brugge,3,Cercle,12,Cercle,66',1,1,True,2014,4,2486390
2014/08/16,18:00:00,KV Kortrijk,19,Genk,290,KV Kortrijk,29',1,0,True,2014,4,2486391
2014/08/16,18:00:00,KV Kortrijk,19,Genk,290,Genk,66',1,1,True,2014,4,2486391
2014/08/16,20:00:00,KV Oostende,31,KVM,None,KV Oostende,70',1,0,True,2014,4,2486392
2014/08/16,20:00:00,KV Oostende,31,KVM,None,KV Oostende,73',2,0,True,2014,4,2486392
2014/08/16,20:00:00,R Charleroi SC,29,W-B,3780,R Charleroi SC,2',1,0,True,2014,4,2486393
2014/08/16,20:00:00,R Charleroi SC,29,W-B,3780,W-B,56',1,1,True,2014,4,2486393
2014/08/16,20:00:00,R Charleroi SC,29,W-B,3780,R Charleroi SC,74',2,1,True,2014,4,2486393
2014/08/16,20:00:00,R Charleroi SC,29,W-B,3780,W-B,90',2,2,True,2014,4,2486393
2014/08/16,20:00:00,KSC Lokeren,201,Lierse,30,KSC Lokeren,20',1,0,True,2014,4,2486394
2014/08/16,20:00:00,KSC Lokeren,201,Lierse,30,KSC Lokeren,24',2,0,True,2014,4,2486394
2014/08/16,20:00:00,KSC Lokeren,201,Lierse,30,Lierse,79',2,0,False,2014,4,2486394
2014/08/17,18:00:00,KAA Gent,7,Zulte,622,Zulte,44',0,1,True,2014,4,2486395
2014/08/17,18:00:00,KAA Gent,7,Zulte,622,KAA Gent,61',0,1,False,2014,4,2486395
2014/08/17,18:00:00,KAA Gent,7,Zulte,622,KAA Gent,69',1,1,True,2014,4,2486395
2014/08/17,18:00:00,KAA Gent,7,Zulte,622,KAA Gent,72',2,1,True,2014,4,2486395
2014/08/17,18:00:00,KAA Gent,7,Zulte,622,KAA Gent,84',3,1,True,2014,4,2486395
2014/08/17,18:00:00,KAA Gent,7,Zulte,622,Zulte,90+1',3,1,False,2014,4,2486395
2014/08/17,20:00:00,KVC Westerlo,867,RSCA,None,KVC Westerlo,20',1,0,True,2014,4,2486396
2014/08/17,20:00:00,KVC Westerlo,867,RSCA,None,KVC Westerlo,42',2,0,True,2014,4,2486396
2014/08/17,20:00:00,KVC Westerlo,867,RSCA,None,RSCA,50',2,1,True,2014,4,2486396
2014/08/17,20:00:00,KVC Westerlo,867,RSCA,None,RSCA,67',2,2,True,2014,4,2486396
2014/08/22,20:30:00,KRC Genk,290,Gent,7,KRC Genk,18',1,0,True,2014,5,2488200
2014/08/22,20:30:00,KRC Genk,290,Gent,7,KRC Genk,30',2,0,True,2014,5,2488200
2014/08/22,20:30:00,KRC Genk,290,Gent,7,Gent,31',2,1,True,2014,5,2488200
2014/08/22,20:30:00,KRC Genk,290,Gent,7,Gent,35',2,2,True,2014,5,2488200
2014/08/22,20:30:00,KRC Genk,290,Gent,7,KRC Genk,67',3,2,True,2014,5,2488200
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,KVCWes,4',0,1,True,2014,5,2488201
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,Standard Luik,17',1,1,True,2014,5,2488201
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,KVCWes,34',1,2,True,2014,5,2488201
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,Standard Luik,56',2,2,True,2014,5,2488201
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,KVCWes,71',2,2,False,2014,5,2488201
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,Standard Luik,73',2,2,False,2014,5,2488201
2014/08/23,18:00:00,Standard Luik,16,KVCWes,None,Standard Luik,83',2,2,False,2014,5,2488201
2014/08/23,20:00:00,Lierse SK,4079,RCSC,None,RCSC,59',0,1,True,2014,5,2488202
2014/08/23,20:00:00,Lierse SK,4079,RCSC,None,RCSC,61',0,2,True,2014,5,2488202
2014/08/23,20:00:00,Lierse SK,4079,RCSC,None,Lierse SK,90',0,2,False,2014,5,2488202
2014/08/23,20:00:00,Zulte Waregem,2159,RMP,None,RMP,39',0,1,True,2014,5,2488203
2014/08/23,20:00:00,Zulte Waregem,2159,RMP,None,RMP,45',0,1,False,2014,5,2488203
2014/08/23,20:00:00,Zulte Waregem,2159,RMP,None,Zulte Waregem,89',1,1,True,2014,5,2488203
2014/08/23,20:00:00,Zulte Waregem,2159,RMP,None,Zulte Waregem,90',1,1,False,2014,5,2488203
2014/08/23,20:00:00,KV Kortrijk,19,KVO,362,KVO,51',0,1,True,2014,5,2488204
2014/08/23,20:00:00,KV Kortrijk,19,KVO,362,KVO,64',0,2,True,2014,5,2488204
2014/08/24,14:30:00,RSC Anderlecht,35,W-B,3780,RSC Anderlecht,55',1,0,True,2014,5,2488205
2014/08/24,18:00:00,KV Mechelen,25,FCB,253,FCB,10',0,1,True,2014,5,2488206
2014/08/24,18:00:00,KV Mechelen,25,FCB,253,KV Mechelen,25',1,1,True,2014,5,2488206
2014/08/24,18:00:00,KV Mechelen,25,FCB,253,KV Mechelen,51',2,1,True,2014,5,2488206
2014/08/24,18:00:00,KV Mechelen,25,FCB,253,KV Mechelen,90+2',3,1,True,2014,5,2488206
2014/08/24,20:00:00,Cercle Brugge,12,LOK,801,Cercle Brugge,26',1,0,True,2014,5,2488207
2013/07/26,20:30:00,Club Brugge,3,RCSC,None,Club Brugge,21',,,False,2013,1,2351401
2013/07/26,20:30:00,Club Brugge,3,RCSC,None,RCSC,45',,,False,2013,1,2351401
2013/07/26,20:30:00,Club Brugge,3,RCSC,None,Club Brugge,65',1,0,True,2013,1,2351401
2013/07/26,20:30:00,Club Brugge,3,RCSC,None,Club Brugge,90+2',2,0,True,2013,1,2351401
2013/07/27,20:00:00,Lierse SK,4079,Zulte,622,Zulte,35',0,1,True,2013,1,2351402
2013/07/27,20:00:00,Lierse SK,4079,Zulte,622,Lierse SK,42',1,1,True,2013,1,2351402
2013/07/27,20:00:00,Lierse SK,4079,Zulte,622,Zulte,45+2',1,2,True,2013,1,2351402
2013/07/27,20:00:00,RAEC Mons,44,Cercle,12,RAEC Mons,42',1,0,True,2013,1,2351403
2013/07/27,20:00:00,RAEC Mons,44,Cercle,12,Cercle,59',1,1,True,2013,1,2351403
2013/07/27,20:00:00,KRC Genk,290,KVO,362,KRC Genk,14',1,0,True,2013,1,2351404
2013/07/27,20:00:00,KRC Genk,290,KVO,362,KRC Genk,67',2,0,True,2013,1,2351404
2013/07/27,20:00:00,KRC Genk,290,KVO,362,KRC Genk,72',3,0,True,2013,1,2351404
2013/07/27,20:00:00,SK Beveren,968,Gent,7,SK Beveren,52',1,0,True,2013,1,2351405
2013/07/27,20:00:00,SK Beveren,968,Gent,7,Gent,70',1,1,True,2013,1,2351405
2013/07/27,20:00:00,KV Kortrijk,19,OHL,None,KV Kortrijk,84',1,0,True,2013,1,2351406
2013/07/28,18:00:00,RSC Anderlecht,35,LOK,801,LOK,19',0,1,True,2013,1,2351407
2013/07/28,18:00:00,RSC Anderlecht,35,LOK,801,RSC Anderlecht,55',1,1,True,2013,1,2351407
2013/07/28,18:00:00,RSC Anderlecht,35,LOK,801,LOK,63',1,2,True,2013,1,2351407
2013/07/28,18:00:00,RSC Anderlecht,35,LOK,801,LOK,71',1,3,True,2013,1,2351407
2013/07/28,18:00:00,RSC Anderlecht,35,LOK,801,RSC Anderlecht,76',2,3,True,2013,1,2351407
2013/07/28,18:00:00,RSC Anderlecht,35,LOK,801,RSC Anderlecht,81',2,3,False,2013,1,2351407
2013/07/28,20:30:00,KV Mechelen,25,SL,231,SL,57',0,1,True,2013,1,2329904
2013/07/28,20:30:00,KV Mechelen,25,SL,231,SL,83',0,2,True,2013,1,2329904
2013/08/02,20:30:00,Cercle Brugge,12,RSCA,None,RSCA,7',0,1,True,2013,2,2329680
2013/08/02,20:30:00,Cercle Brugge,12,RSCA,None,RSCA,41',0,2,True,2013,2,2329680
2013/08/02,20:30:00,Cercle Brugge,12,RSCA,None,RSCA,51',0,3,True,2013,2,2329680
2013/08/02,20:30:00,Cercle Brugge,12,RSCA,None,RSCA,57',0,4,True,2013,2,2329680
2013/08/03,20:00:00,KSC Lokeren,201,RAEC M,44,RAEC M,24',0,1,True,2013,2,2329675
2013/08/03,20:00:00,KSC Lokeren,201,RAEC M,44,KSC Lokeren,68',1,1,True,2013,2,2329675
2013/08/03,20:00:00,KSC Lokeren,201,RAEC M,44,KSC Lokeren,79',2,1,True,2013,2,2329675
2013/08/03,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,86',1,0,True,2013,2,2329678
2013/08/03,20:00:00,OH Leuven,2495,Genk,290,Genk,45',0,1,True,2013,2,2329679
2013/08/03,20:00:00,OH Leuven,2495,Genk,290,Genk,59',0,2,True,2013,2,2329679
