date,time,home_team,home_team_number,away_team,away_team_number,goal_team,goal_time,result_home_team,result_away_team,valid_goal,season,day,match_id
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,20',1,0,True,2018,5,3084111
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,52',1,0,False,2018,5,3084111
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,W-B,66',1,1,True,2018,5,3084111
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,69',1,1,False,2018,5,3084111
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,W-B,74',1,2,True,2018,5,3084111
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,78',2,2,True,2018,5,3084111
2018/08/26,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,89',3,2,True,2018,5,3084111
2017/07/29,18:00:00,KSC Lokeren,201,FCB,253,FCB,5',0,1,True,2017,1,2864877
2017/07/29,18:00:00,KSC Lokeren,201,FCB,253,FCB,17',0,2,True,2017,1,2864877
2017/07/29,18:00:00,KSC Lokeren,201,FCB,253,FCB,24',0,3,True,2017,1,2864877
2017/07/29,18:00:00,KSC Lokeren,201,FCB,253,FCB,32',0,3,False,2017,1,2864877
2017/07/29,18:00:00,KSC Lokeren,201,FCB,253,FCB,55',0,4,True,2017,1,2864877
2017/07/29,20:00:00,KRC Genk,290,W-B,3780,W-B,45',0,1,True,2017,1,2864878
2017/07/29,20:00:00,KRC Genk,290,W-B,3780,W-B,47',0,2,True,2017,1,2864878
2017/07/29,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,70',1,2,True,2017,1,2864878
2017/07/29,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,80',2,2,True,2017,1,2864878
2017/07/29,20:00:00,KRC Genk,290,W-B,3780,KRC Genk,82',3,2,True,2017,1,2864878
2017/07/29,20:00:00,KRC Genk,290,W-B,3780,W-B,90+2',3,3,True,2017,1,2864878
2017/07/29,20:00:00,KAS Eupen,1792,Zulte,622,KAS Eupen,20',3,3,False,2017,1,2864879
2017/07/29,20:00:00,KAS Eupen,1792,Zulte,622,Zulte,34',0,1,True,2017,1,2864879
2017/07/29,20:00:00,KAS Eupen,1792,Zulte,622,Zulte,55',0,2,True,2017,1,2864879
2017/07/29,20:00:00,KAS Eupen,1792,Zulte,622,Zulte,59',0,3,True,2017,1,2864879
2017/07/29,20:00:00,KAS Eupen,1792,Zulte,622,Zulte,65',0,4,True,2017,1,2864879
2017/07/29,20:00:00,KAS Eupen,1792,Zulte,622,Zulte,87',0,5,True,2017,1,2864879
2017/07/29,20:30:00,R Charleroi SC,29,KVK,100,R Charleroi SC,11',1,0,True,2017,1,2864880
2017/07/30,14:30:00,KV Mechelen,25,SL,231,KV Mechelen,7',1,0,True,2017,1,2864881
2017/07/30,14:30:00,KV Mechelen,25,SL,231,SL,8',1,1,True,2017,1,2864881
2017/07/30,18:00:00,St-Truidense VV,322,Gent,7,Gent,39',0,1,True,2017,1,2864882
2017/07/30,18:00:00,St-Truidense VV,322,Gent,7,St-Truidense VV,63',1,1,True,2017,1,2864882
2017/07/30,18:00:00,St-Truidense VV,322,Gent,7,St-Truidense VV,72',2,1,True,2017,1,2864882
2017/07/30,18:00:00,St-Truidense VV,322,Gent,7,Gent,75',2,2,True,2017,1,2864882
2017/07/30,18:00:00,St-Truidense VV,322,Gent,7,St-Truidense VV,88',3,2,True,2017,1,2864882
2017/07/30,20:00:00,KV Oostende,31,REM,190,REM,65',0,1,True,2017,1,2864883
2017/07/30,20:00:00,KV Oostende,31,REM,190,KV Oostende,82',0,1,False,2017,1,2864883
2017/08/04,20:30:00,Standard Luik,16,Genk,290,Genk,36',0,1,True,2017,2,2864884
2017/08/04,20:30:00,Standard Luik,16,Genk,290,Standard Luik,48',1,1,True,2017,2,2864884
2017/08/04,20:30:00,Standard Luik,16,Genk,290,Standard Luik,63',2,1,True,2017,2,2864884
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,RCSC,3',0,1,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,RCSC,30',0,2,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,RCSC,43',0,3,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,Moeskroen,45+4',1,3,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,RCSC,53',1,4,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,RCSC,60',1,5,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,Moeskroen,63',2,5,True,2017,2,2864885
2017/08/05,18:00:00,Moeskroen,216,RCSC,None,Moeskroen,82',2,5,False,2017,2,2864885
2017/08/05,20:00:00,KV Kortrijk,19,LOK,801,KV Kortrijk,13',1,0,True,2017,2,2864886
2017/08/05,20:00:00,Waasland-Beveren,480,KVM,None,Waasland-Beveren,33',1,0,True,2017,2,2864887
2017/08/05,20:00:00,Waasland-Beveren,480,KVM,None,KVM,35',1,1,True,2017,2,2864887
2017/08/05,20:00:00,Waasland-Beveren,480,KVM,None,Waasland-Beveren,46',2,1,True,2017,2,2864887
2017/08/05,20:00:00,Waasland-Beveren,480,KVM,None,KVM,75',2,2,True,2017,2,2864887
2017/08/05,20:30:00,Zulte Waregem,2159,STVV,None,STVV,53',2,2,False,2017,2,2864888
2017/08/05,20:30:00,Zulte Waregem,2159,STVV,None,Zulte Waregem,56',1,0,True,2017,2,2864888
2017/08/05,20:30:00,Zulte Waregem,2159,STVV,None,Zulte Waregem,82',2,0,True,2017,2,2864888
2017/08/06,14:30:00,KAA Gent,7,RAFC,2449,RAFC,37',0,1,True,2017,2,2864889
2017/08/06,18:00:00,RSC Anderlecht,35,KVO,362,RSC Anderlecht,77',1,0,True,2017,2,2864890
2017/08/06,20:00:00,Club Brugge,3,Eupen,92,Eupen,19',0,1,True,2017,2,2864891
2017/08/06,20:00:00,Club Brugge,3,Eupen,92,Club Brugge,32',1,1,True,2017,2,2864891
2017/08/06,20:00:00,Club Brugge,3,Eupen,92,Club Brugge,65',2,1,True,2017,2,2864891
2017/08/06,20:00:00,Club Brugge,3,Eupen,92,Eupen,90',2,1,False,2017,2,2864891
2017/08/06,20:00:00,Club Brugge,3,Eupen,92,Club Brugge,90+1',3,1,True,2017,2,2864891
2017/08/11,20:30:00,Zulte Waregem,2159,FCB,253,FCB,22',0,1,True,2017,3,2864892
2017/08/11,20:30:00,Zulte Waregem,2159,FCB,253,FCB,48',0,2,True,2017,3,2864892
2017/08/11,20:30:00,Zulte Waregem,2159,FCB,253,Zulte Waregem,53',1,2,True,2017,3,2864892
2017/08/12,18:00:00,KV Mechelen,25,Gent,7,Gent,33',0,1,True,2017,3,2864893
2017/08/12,18:00:00,KV Mechelen,25,Gent,7,KV Mechelen,86',1,1,True,2017,3,2864893
2017/08/12,20:00:00,KAS Eupen,1792,KVK,100,KVK,38',0,1,True,2017,3,2864894
2017/08/12,20:00:00,KAS Eupen,1792,KVK,100,KVK,54',0,2,True,2017,3,2864894
2017/08/12,20:00:00,KAS Eupen,1792,KVK,100,KAS Eupen,79',1,2,True,2017,3,2864894
2017/08/12,20:00:00,KSC Lokeren,201,REM,190,REM,23',0,1,True,2017,3,2864895
2017/08/12,20:00:00,KSC Lokeren,201,REM,190,REM,66',0,2,True,2017,3,2864895
2017/08/12,20:00:00,KSC Lokeren,201,REM,190,KSC Lokeren,79',0,2,False,2017,3,2864895
2017/08/12,20:30:00,KV Oostende,31,W-B,3780,W-B,3',0,1,True,2017,3,2864896
2017/08/12,20:30:00,KV Oostende,31,W-B,3780,W-B,11',0,2,True,2017,3,2864896
2017/08/12,20:30:00,KV Oostende,31,W-B,3780,W-B,42',0,3,True,2017,3,2864896
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Genk,8',0,1,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Genk,16',0,2,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Genk,21',0,3,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Antwerp FC,24',1,3,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Genk,41',1,4,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Genk,59',1,5,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Antwerp FC,79',2,5,True,2017,3,2864897
2017/08/13,14:30:00,Antwerp FC,1,Genk,290,Antwerp FC,81',3,5,True,2017,3,2864897
2017/08/13,18:00:00,R Charleroi SC,29,RSCA,None,R Charleroi SC,55',1,0,True,2017,3,2864898
2017/08/13,18:00:00,R Charleroi SC,29,RSCA,None,R Charleroi SC,90+3',2,0,True,2017,3,2864898
2017/08/13,20:00:00,St-Truidense VV,322,SL,231,SL,87',2,0,False,2017,3,2864899
2017/08/13,20:00:00,St-Truidense VV,322,SL,231,SL,90+1',2,0,False,2017,3,2864899
2017/08/13,20:00:00,St-Truidense VV,322,SL,231,St-Truidense VV,90+2',1,0,True,2017,3,2864899
2017/08/18,20:30:00,Standard Luik,16,Zulte,622,Zulte,65',0,1,True,2017,4,2906841
2017/08/18,20:30:00,Standard Luik,16,Zulte,622,Zulte,70',0,2,True,2017,4,2906841
2017/08/18,20:30:00,Standard Luik,16,Zulte,622,Zulte,73',0,3,True,2017,4,2906841
2017/08/18,20:30:00,Standard Luik,16,Zulte,622,Zulte,84',0,4,True,2017,4,2906841
2017/08/19,18:00:00,KRC Genk,290,RCSC,None,RCSC,58',0,1,True,2017,4,2906842
2017/08/19,20:00:00,KAS Eupen,1792,KVO,362,KAS Eupen,22',1,0,True,2017,4,2906843
2017/08/19,20:00:00,KAS Eupen,1792,KVO,362,KVO,37',1,1,True,2017,4,2906843
2017/08/19,20:00:00,KAS Eupen,1792,KVO,362,KAS Eupen,59',2,1,True,2017,4,2906843
2017/08/19,20:00:00,Waasland-Beveren,480,LOK,801,LOK,5',0,1,True,2017,4,2906844
2017/08/19,20:00:00,Waasland-Beveren,480,LOK,801,LOK,19',0,2,True,2017,4,2906844
2017/08/19,20:00:00,Waasland-Beveren,480,LOK,801,LOK,34',0,3,True,2017,4,2906844
2017/08/19,20:00:00,Waasland-Beveren,480,LOK,801,Waasland-Beveren,57',1,3,True,2017,4,2906844
2017/08/19,20:00:00,Waasland-Beveren,480,LOK,801,Waasland-Beveren,72',2,3,True,2017,4,2906844
2017/08/19,20:30:00,KV Mechelen,25,RAFC,2449,RAFC,67',0,1,True,2017,4,2906847
2017/08/19,20:30:00,KV Mechelen,25,RAFC,2449,KV Mechelen,87',1,1,True,2017,4,2906847
2017/08/19,20:30:00,KV Mechelen,25,RAFC,2449,RAFC,90',1,2,True,2017,4,2906847
2017/08/20,14:30:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,18',1,0,True,2017,4,2906845
2017/08/20,14:30:00,RSC Anderlecht,35,STVV,None,STVV,21',1,1,True,2017,4,2906845
2017/08/20,14:30:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,30',1,1,False,2017,4,2906845
2017/08/20,14:30:00,RSC Anderlecht,35,STVV,None,STVV,53',1,2,True,2017,4,2906845
2017/08/20,14:30:00,RSC Anderlecht,35,STVV,None,STVV,66',1,3,True,2017,4,2906845
2017/08/20,14:30:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,87',2,3,True,2017,4,2906845
2017/08/20,18:00:00,KV Kortrijk,19,FCB,253,FCB,11',0,1,True,2017,4,2906846
2017/08/20,18:00:00,KV Kortrijk,19,FCB,253,FCB,49',0,2,True,2017,4,2906846
2017/08/20,18:00:00,KV Kortrijk,19,FCB,253,KV Kortrijk,68',1,2,True,2017,4,2906846
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Gent,25',0,1,True,2017,4,2898742
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Gent,30',0,2,True,2017,4,2898742
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Gent,43',0,2,False,2017,4,2898742
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Moeskroen,67',1,2,True,2017,4,2898742
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Moeskroen,84',2,2,True,2017,4,2898742
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Moeskroen,87',2,2,False,2017,4,2898742
2017/08/20,20:00:00,Moeskroen,216,Gent,7,Moeskroen,87',3,2,True,2017,4,2898742
2017/08/25,20:30:00,KV Kortrijk,19,REM,190,KV Kortrijk,5',1,0,True,2017,5,2906848
2017/08/25,20:30:00,KV Kortrijk,19,REM,190,REM,62',1,1,True,2017,5,2906848
2017/08/25,20:30:00,KV Kortrijk,19,REM,190,KV Kortrijk,74',1,1,False,2017,5,2906848
2017/08/26,18:00:00,R Charleroi SC,29,Zulte,622,Zulte,44',0,1,True,2017,5,2906849
2017/08/26,18:00:00,R Charleroi SC,29,Zulte,622,R Charleroi SC,75',1,1,True,2017,5,2906849
2017/08/26,18:00:00,R Charleroi SC,29,Zulte,622,Zulte,82',1,2,True,2017,5,2906849
2017/08/26,18:00:00,R Charleroi SC,29,Zulte,622,R Charleroi SC,89',2,2,True,2017,5,2906849
2017/08/26,18:00:00,R Charleroi SC,29,Zulte,622,Zulte,90+1',2,2,False,2017,5,2906849
2017/08/26,18:00:00,R Charleroi SC,29,Zulte,622,R Charleroi SC,90+4',3,2,True,2017,5,2906849
2017/08/26,20:00:00,KSC Lokeren,201,Eupen,92,KSC Lokeren,48',1,0,True,2017,5,2906850
2017/08/26,20:00:00,KSC Lokeren,201,Eupen,92,KSC Lokeren,79',2,0,True,2017,5,2906850
2017/08/26,20:00:00,KSC Lokeren,201,Eupen,92,KSC Lokeren,88',3,0,True,2017,5,2906850
2017/08/26,20:00:00,St-Truidense VV,322,W-B,3780,St-Truidense VV,74',1,0,True,2017,5,2906851
2017/08/26,20:30:00,KRC Genk,290,KVM,None,KRC Genk,38',1,0,True,2017,5,2906852
2017/08/26,20:30:00,KRC Genk,290,KVM,None,KRC Genk,88',1,0,False,2017,5,2906852
2017/08/27,14:30:00,Club Brugge,3,SL,231,Club Brugge,3',1,0,True,2017,5,2906853
2017/08/27,14:30:00,Club Brugge,3,SL,231,Club Brugge,6',2,0,True,2017,5,2906853
2017/08/27,14:30:00,Club Brugge,3,SL,231,Club Brugge,56',3,0,True,2017,5,2906853
2017/08/27,14:30:00,Club Brugge,3,SL,231,Club Brugge,80',4,0,True,2017,5,2906853
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,KV Oostende,36',1,0,True,2017,5,2906855
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,RAFC,54',1,1,True,2017,5,2906855
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,RAFC,77',1,2,True,2017,5,2906855
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,RAFC,80',1,3,True,2017,5,2906855
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,KV Oostende,86',2,3,True,2017,5,2906855
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,RAFC,88',2,4,True,2017,5,2906855
2017/08/27,20:00:00,KV Oostende,31,RAFC,2449,KV Oostende,89',3,4,True,2017,5,2906855
2016/07/29,20:30:00,KV Mechelen,25,FCB,253,FCB,27',0,1,True,2016,1,2705347
2016/07/29,20:30:00,KV Mechelen,25,FCB,253,FCB,30',0,2,True,2016,1,2705347
2016/07/30,18:00:00,Moeskroen,216,RSCA,None,Moeskroen,26',1,0,True,2016,1,2705348
2016/07/30,18:00:00,Moeskroen,216,RSCA,None,RSCA,62',1,1,True,2016,1,2705348
2016/07/30,18:00:00,Moeskroen,216,RSCA,None,RSCA,65',1,2,True,2016,1,2705348
2016/07/30,20:00:00,St-Truidense VV,322,LOK,801,St-Truidense VV,76',1,0,True,2016,1,2705349
2016/07/30,20:00:00,Zulte Waregem,2159,Eupen,92,Zulte Waregem,62',1,0,True,2016,1,2705350
2016/07/30,20:00:00,Zulte Waregem,2159,Eupen,92,Eupen,64',1,0,False,2016,1,2705350
2016/07/30,20:00:00,Zulte Waregem,2159,Eupen,92,Zulte Waregem,72',2,0,True,2016,1,2705350
2016/07/30,20:00:00,Zulte Waregem,2159,Eupen,92,Zulte Waregem,84',3,0,True,2016,1,2705350
2016/07/30,20:30:00,R Charleroi SC,29,W-B,3780,R Charleroi SC,87',3,0,False,2016,1,2705351
2016/07/30,20:30:00,R Charleroi SC,29,W-B,3780,R Charleroi SC,90+3',1,0,True,2016,1,2705351
2016/07/31,14:30:00,KVC Westerlo,867,SL,231,SL,6',0,1,True,2016,1,2705352
2016/07/31,14:30:00,KVC Westerlo,867,SL,231,KVC Westerlo,32',1,1,True,2016,1,2705352
2016/07/31,14:30:00,KVC Westerlo,867,SL,231,KVC Westerlo,45+1',2,1,True,2016,1,2705352
2016/07/31,14:30:00,KVC Westerlo,867,SL,231,SL,90',2,2,True,2016,1,2705352
2016/07/31,18:00:00,KRC Genk,290,KVO,362,KRC Genk,50',1,0,True,2016,1,2705353
2016/07/31,18:00:00,KRC Genk,290,KVO,362,KRC Genk,90',2,0,True,2016,1,2705353
2016/07/31,18:00:00,KRC Genk,290,KVO,362,KVO,90+3',2,1,True,2016,1,2705353
2016/07/31,20:00:00,KV Kortrijk,19,Gent,7,KV Kortrijk,32',1,0,True,2016,1,2705354
2016/07/31,20:00:00,KV Kortrijk,19,Gent,7,Gent,50',1,1,True,2016,1,2705354
2016/08/05,20:30:00,KV Oostende,31,FCB,253,KV Oostende,90+1',1,0,True,2016,2,2705355
2016/08/06,18:00:00,Moeskroen,216,RCSC,None,RCSC,5',0,1,True,2016,2,2705356
2016/08/06,20:00:00,KAS Eupen,1792,KVM,None,KVM,23',0,1,True,2016,2,2705357
2016/08/06,20:00:00,KAS Eupen,1792,KVM,None,KAS Eupen,83',0,1,False,2016,2,2705357
2016/08/06,20:00:00,KAS Eupen,1792,KVM,None,KVM,87',0,2,True,2016,2,2705357
2016/08/06,20:00:00,Waasland-Beveren,480,Zulte,622,Zulte,30',0,1,True,2016,2,2705358
2016/08/06,20:00:00,Waasland-Beveren,480,Zulte,622,Waasland-Beveren,82',0,1,False,2016,2,2705358
2016/08/06,20:00:00,Waasland-Beveren,480,Zulte,622,Zulte,89',0,2,True,2016,2,2705358
2016/08/06,20:30:00,Standard Luik,16,STVV,None,Standard Luik,13',1,0,True,2016,2,2705359
2016/08/06,20:30:00,Standard Luik,16,STVV,None,Standard Luik,27',2,0,True,2016,2,2705359
2016/08/07,14:30:00,KSC Lokeren,201,KVCWes,None,KSC Lokeren,27',1,0,True,2016,2,2705360
2016/08/07,14:30:00,KSC Lokeren,201,KVCWes,None,KVCWes,45',1,0,False,2016,2,2705360
2016/08/07,14:30:00,KSC Lokeren,201,KVCWes,None,KSC Lokeren,45+1',2,0,True,2016,2,2705360
2016/08/07,14:30:00,KSC Lokeren,201,KVCWes,None,KSC Lokeren,83',3,0,True,2016,2,2705360
2016/08/07,18:00:00,RSC Anderlecht,35,KVK,100,KVK,20',0,1,True,2016,2,2705361
2016/08/07,18:00:00,RSC Anderlecht,35,KVK,100,RSC Anderlecht,32',1,1,True,2016,2,2705361
2016/08/07,18:00:00,RSC Anderlecht,35,KVK,100,RSC Anderlecht,50',2,1,True,2016,2,2705361
2016/08/07,18:00:00,RSC Anderlecht,35,KVK,100,RSC Anderlecht,54',3,1,True,2016,2,2705361
2016/08/07,18:00:00,RSC Anderlecht,35,KVK,100,RSC Anderlecht,63',4,1,True,2016,2,2705361
2016/08/07,18:00:00,RSC Anderlecht,35,KVK,100,RSC Anderlecht,75',5,1,True,2016,2,2705361
2016/08/07,20:00:00,KAA Gent,7,Genk,290,KAA Gent,90+1',1,0,True,2016,2,2705362
2016/08/12,20:30:00,St-Truidense VV,322,RSCA,None,St-Truidense VV,84',,,False,2016,3,2705363
2016/08/13,18:00:00,R Charleroi SC,29,Gent,7,Gent,58',0,1,True,2016,3,2705364
2016/08/13,18:00:00,R Charleroi SC,29,Gent,7,R Charleroi SC,70',1,1,True,2016,3,2705364
2016/08/13,20:00:00,KVC Westerlo,867,Eupen,92,Eupen,10',0,1,True,2016,3,2705365
2016/08/13,20:00:00,KVC Westerlo,867,Eupen,92,KVC Westerlo,78',1,1,True,2016,3,2705365
2016/08/13,20:00:00,KVC Westerlo,867,Eupen,92,Eupen,81',1,2,True,2016,3,2705365
2016/08/13,20:00:00,KV Mechelen,25,KVK,100,KV Mechelen,8',1,2,False,2016,3,2705366
2016/08/13,20:30:00,KRC Genk,290,W-B,3780,W-B,6',0,1,True,2016,3,2705367
2016/08/13,20:30:00,KRC Genk,290,W-B,3780,W-B,23',0,2,True,2016,3,2705367
2016/08/13,20:30:00,KRC Genk,290,W-B,3780,KRC Genk,35',1,2,True,2016,3,2705367
2016/08/13,20:30:00,KRC Genk,290,W-B,3780,KRC Genk,72',2,2,True,2016,3,2705367
2016/08/14,14:30:00,Zulte Waregem,2159,SL,231,Zulte Waregem,22',1,0,True,2016,3,2705368
2016/08/14,18:00:00,Club Brugge,3,LOK,801,Club Brugge,22',1,0,True,2016,3,2705369
2016/08/14,20:00:00,KV Oostende,31,REM,190,REM,45',0,1,True,2016,3,2705370
2016/08/14,20:00:00,KV Oostende,31,REM,190,KV Oostende,73',1,1,True,2016,3,2705370
2016/08/14,20:00:00,KV Oostende,31,REM,190,KV Oostende,83',2,1,True,2016,3,2705370
2016/08/20,18:00:00,KV Kortrijk,19,FCB,253,KV Kortrijk,7',1,0,True,2016,4,2732074
2016/08/20,18:00:00,KV Kortrijk,19,FCB,253,KV Kortrijk,11',2,0,True,2016,4,2732074
2016/08/20,18:00:00,KV Kortrijk,19,FCB,253,FCB,33',2,1,True,2016,4,2732074
2016/08/20,20:00:00,Moeskroen,216,STVV,None,Moeskroen,52',1,0,True,2016,4,2732075
2016/08/20,20:00:00,Moeskroen,216,STVV,None,Moeskroen,61',2,0,True,2016,4,2732075
2016/08/20,20:00:00,Moeskroen,216,STVV,None,STVV,73',2,1,True,2016,4,2732075
2016/08/20,20:00:00,Waasland-Beveren,480,KVM,None,Waasland-Beveren,4',1,0,True,2016,4,2732082
2016/08/20,20:00:00,Waasland-Beveren,480,KVM,None,Waasland-Beveren,16',2,0,True,2016,4,2732082
2016/08/20,20:00:00,Waasland-Beveren,480,KVM,None,KVM,26',2,1,True,2016,4,2732082
2016/08/20,20:00:00,Waasland-Beveren,480,KVM,None,KVM,90',2,2,True,2016,4,2732082
2016/08/20,20:30:00,Zulte Waregem,2159,KVO,362,KVO,5',0,1,True,2016,4,2732081
2016/08/20,20:30:00,Zulte Waregem,2159,KVO,362,Zulte Waregem,56',1,1,True,2016,4,2732081
2016/08/21,14:30:00,KAS Eupen,1792,RSCA,None,RSCA,21',0,1,True,2016,4,2732076
2016/08/21,14:30:00,KAS Eupen,1792,RSCA,None,KAS Eupen,41',1,1,True,2016,4,2732076
2016/08/21,14:30:00,KAS Eupen,1792,RSCA,None,RSCA,46',1,2,True,2016,4,2732076
2016/08/21,14:30:00,KAS Eupen,1792,RSCA,None,KAS Eupen,81',2,2,True,2016,4,2732076
2016/08/21,18:00:00,KSC Lokeren,201,Genk,290,Genk,34',0,1,True,2016,4,2732083
2016/08/21,18:00:00,KSC Lokeren,201,Genk,290,Genk,38',0,2,True,2016,4,2732083
2016/08/21,18:00:00,KSC Lokeren,201,Genk,290,Genk,48',0,3,True,2016,4,2732083
2016/08/21,18:00:00,KSC Lokeren,201,Genk,290,KSC Lokeren,53',0,3,False,2016,4,2732083
2016/08/21,18:00:00,KSC Lokeren,201,Genk,290,KSC Lokeren,56',0,3,False,2016,4,2732083
2016/08/21,18:00:00,KSC Lokeren,201,Genk,290,KSC Lokeren,60',0,3,False,2016,4,2732083
2016/08/21,20:00:00,KAA Gent,7,KVCWes,None,KVCWes,22',0,1,True,2016,4,2732072
2016/08/21,20:00:00,KAA Gent,7,KVCWes,None,KAA Gent,47',1,1,True,2016,4,2732072
2016/08/21,20:00:00,KAA Gent,7,KVCWes,None,KAA Gent,69',2,1,True,2016,4,2732072
2016/08/21,20:00:00,KAA Gent,7,KVCWes,None,KAA Gent,76',3,1,True,2016,4,2732072
2016/08/21,20:00:00,KAA Gent,7,KVCWes,None,KAA Gent,87',4,1,True,2016,4,2732072
2016/08/21,20:00:00,KAA Gent,7,KVCWes,None,KVCWes,88',4,2,True,2016,4,2732072
2016/08/26,20:30:00,R Charleroi SC,29,Eupen,92,R Charleroi SC,18',1,0,True,2016,5,2732085
2016/08/26,20:30:00,R Charleroi SC,29,Eupen,92,R Charleroi SC,32',2,0,True,2016,5,2732085
2016/08/26,20:30:00,R Charleroi SC,29,Eupen,92,R Charleroi SC,34',3,0,True,2016,5,2732085
2016/08/26,20:30:00,R Charleroi SC,29,Eupen,92,Eupen,45',3,1,True,2016,5,2732085
2016/08/26,20:30:00,R Charleroi SC,29,Eupen,92,Eupen,47',3,2,True,2016,5,2732085
2016/08/27,18:00:00,KSC Lokeren,201,REM,190,KSC Lokeren,38',1,0,True,2016,5,2732084
2016/08/27,18:00:00,KSC Lokeren,201,REM,190,KSC Lokeren,78',2,0,True,2016,5,2732084
2016/08/27,18:00:00,KSC Lokeren,201,REM,190,REM,90+1',2,1,True,2016,5,2732084
2016/08/27,20:00:00,KVC Westerlo,867,KVM,None,KVC Westerlo,34',1,0,True,2016,5,2732087
2016/08/27,20:00:00,KVC Westerlo,867,KVM,None,KVM,45+1',1,1,True,2016,5,2732087
2016/08/27,20:00:00,KVC Westerlo,867,KVM,None,KVM,83',1,2,True,2016,5,2732087
2016/08/27,20:00:00,St-Truidense VV,322,KVK,100,St-Truidense VV,15',1,2,False,2016,5,2732091
2016/08/27,20:00:00,St-Truidense VV,322,KVK,100,KVK,45',0,1,True,2016,5,2732091
2016/08/27,20:00:00,St-Truidense VV,322,KVK,100,KVK,50',0,2,True,2016,5,2732091
2016/08/27,20:00:00,St-Truidense VV,322,KVK,100,St-Truidense VV,56',1,2,True,2016,5,2732091
2016/08/27,20:30:00,KV Oostende,31,W-B,3780,KV Oostende,3',1,0,True,2016,5,2732078
2016/08/27,20:30:00,KV Oostende,31,W-B,3780,KV Oostende,17',2,0,True,2016,5,2732078
2016/08/27,20:30:00,KV Oostende,31,W-B,3780,W-B,30',2,0,False,2016,5,2732078
2016/08/27,20:30:00,KV Oostende,31,W-B,3780,KV Oostende,35',2,0,False,2016,5,2732078
2016/08/27,20:30:00,KV Oostende,31,W-B,3780,W-B,85',2,1,True,2016,5,2732078
2016/08/28,14:30:00,Club Brugge,3,SL,231,SL,14',0,1,True,2016,5,2732077
2016/08/28,14:30:00,Club Brugge,3,SL,231,Club Brugge,52',1,1,True,2016,5,2732077
2016/08/28,14:30:00,Club Brugge,3,SL,231,SL,85',1,2,True,2016,5,2732077
2016/08/28,14:30:00,Club Brugge,3,SL,231,Club Brugge,90+4',2,2,True,2016,5,2732077
2016/08/28,18:00:00,RSC Anderlecht,35,Gent,7,RSC Anderlecht,19',1,0,True,2016,5,2732079
2016/08/28,18:00:00,RSC Anderlecht,35,Gent,7,Gent,21',1,1,True,2016,5,2732079
2016/08/28,18:00:00,RSC Anderlecht,35,Gent,7,RSC Anderlecht,47',2,1,True,2016,5,2732079
2016/08/28,18:00:00,RSC Anderlecht,35,Gent,7,Gent,90+3',2,2,True,2016,5,2732079
2016/08/28,20:00:00,KRC Genk,290,Zulte,622,KRC Genk,80',1,0,True,2016,5,2732080
2015/07/24,20:30:00,St-Truidense VV,322,FCB,253,FCB,28',0,1,True,2015,1,2587022
